
@relation query

@attribute dataset_name {mushroom,nursery,adult,covertype,kropt}
@attribute alg_name {weka.AdaBoostM1,weka.ADTree,weka.AODE,weka.AttributeSelectedClassifier,weka.Bagging,weka.BayesNet,weka.ClassificationViaRegression,weka.ConjunctiveRule,weka.CVParameterSelection,weka.DecisionStump,weka.DecisionTable,weka.Decorate,weka.FilteredClassifier,weka.HyperPipes,weka.IB1,weka.IBk,weka.Id3,weka.J48,weka.JRip,weka.LBR,weka.LMT,weka.Logistic,weka.LogitBoost,weka.LWL,weka.MultiBoostAB,weka.MultiClassClassifier,weka.MultilayerPerceptron,weka.MultiScheme,weka.NaiveBayes,weka.NaiveBayesSimple,weka.NaiveBayesUpdateable,weka.NBTree,weka.NNge,weka.OneR,weka.OrdinalClassClassifier,weka.PART,weka.Prism,weka.RacedIncrementalLogitBoost,weka.RandomCommittee,weka.RandomForest,weka.RandomTree,weka.RBFNetwork,weka.REPTree,weka.Ridor,weka.SimpleLogistic,weka.SMO,weka.Stacking,weka.StackingC,weka.ThresholdSelector,weka.VFI,weka.Vote,weka.VotedPerceptron,weka.Winnow,weka.ZeroR}
@attribute build_CPU numeric
@attribute build_mem numeric
@attribute run_CPU numeric
@attribute run_mem numeric
@attribute pred_acc numeric

@data
mushroom,weka.J48,0.35,168360,15,0,1
mushroom,weka.J48,0.24,158696,14,0,1
mushroom,weka.J48,0.23,153536,17,0,1
mushroom,weka.J48,0.31,165184,15,0,1
mushroom,weka.J48,0.3,171656,16,1.3884e+08,1
mushroom,weka.J48,0.31,160768,15,4.8876e+07,1
mushroom,weka.J48,0.31,163376,15,1.35744e+08,1
mushroom,weka.J48,0.35,145968,15,5.6192e+07,1
mushroom,weka.J48,0.33,142576,16,2.0196e+07,1
mushroom,weka.J48,0.23,130048,17,2.0196e+07,1
mushroom,weka.J48,0.24,130368,16,0,1
mushroom,weka.J48,0.31,164800,17,1.408e+08,1
mushroom,weka.J48,0.24,149776,23,1.3642e+08,1
mushroom,weka.J48,0.23,150144,16,0,1
mushroom,weka.J48,0.22,150144,15,0,1
mushroom,weka.J48,0.26,155280,16,0,1
mushroom,weka.J48,0.28,155296,19,1.34212e+08,1
mushroom,weka.J48,0.31,164496,16,0,1
mushroom,weka.J48,0.28,164344,16,1.3494e+08,1
mushroom,weka.J48,0.28,153520,15,0,1
mushroom,weka.J48,0.23,150272,15,0,1
mushroom,weka.J48,0.23,150144,16,0,1
mushroom,weka.J48,0.24,150272,15,0,1
mushroom,weka.J48,0.27,156904,16,0,1
mushroom,weka.J48,0.22,150208,15,0,1
mushroom,weka.J48,0.22,150144,15,0,1
mushroom,weka.J48,0.25,158400,16,1.377e+08,1
mushroom,weka.J48,0.27,161808,15,0,1
mushroom,weka.J48,0.24,150272,18,0,1
mushroom,weka.J48,0.26,154112,15,1.33972e+08,1
mushroom,weka.J48,0.29,161632,14,1.33076e+08,1
mushroom,weka.J48,0.22,149888,19,2.0196e+07,1
mushroom,weka.J48,0.24,150144,20,1.428e+08,1
mushroom,weka.J48,0.29,157320,24,5.3672e+07,1
mushroom,weka.J48,0.27,153680,14,0,1
mushroom,weka.J48,0.23,150144,19,0,1
mushroom,weka.J48,0.22,150272,15,0,1
mushroom,weka.J48,0.27,158816,14,0,1
mushroom,weka.J48,0.23,150144,16,0,1
mushroom,weka.J48,0.22,145552,16,0,1
mushroom,weka.J48,0.26,154480,15,0,1
mushroom,weka.J48,0.27,154272,27,1.45928e+08,1
mushroom,weka.J48,0.28,157136,14,0,1
mushroom,weka.J48,0.33,159744,24,1.406e+08,1
mushroom,weka.J48,0.22,150272,14,0,1
mushroom,weka.J48,0.3,159664,20,1.39404e+08,1
mushroom,weka.J48,0.27,154168,16,1.36604e+08,1
mushroom,weka.J48,0.31,164368,16,0,1
mushroom,weka.J48,0.23,153408,17,1.45644e+08,1
mushroom,weka.J48,0.28,153600,15,1.31148e+08,1
mushroom,weka.J48,0.28,156864,14,1.33496e+08,1
mushroom,weka.J48,0.29,162464,14,5.288e+07,1
mushroom,weka.J48,0.3,156888,17,1.42036e+08,1
mushroom,weka.J48,0.23,150272,15,0,1
mushroom,weka.J48,0.25,159872,17,0,1
mushroom,weka.J48,0.23,150144,17,0,1
mushroom,weka.J48,0.38,169168,23,0,1
mushroom,weka.J48,0.26,157808,19,0,1
mushroom,weka.J48,0.29,156784,15,0,1
mushroom,weka.J48,0.25,155584,16,0,1
mushroom,weka.J48,0.26,155360,15,0,1
mushroom,weka.J48,0.23,150144,16,0,1
mushroom,weka.J48,0.31,162960,15,0,1
mushroom,weka.J48,0.29,151552,25,1.31608e+08,1
mushroom,weka.J48,0.32,162168,14,0,1
mushroom,weka.J48,0.23,150144,14,0,1
mushroom,weka.J48,0.23,150144,15,1.49632e+08,1
mushroom,weka.J48,0.29,160400,15,1.33372e+08,1
mushroom,weka.J48,0.27,151104,14,0,1
mushroom,weka.J48,0.22,150144,17,0,1
mushroom,weka.J48,0.36,164496,20,0,1
mushroom,weka.J48,0.36,161648,17,3.9912e+07,1
mushroom,weka.J48,0.33,161672,22,0,1
mushroom,weka.J48,0.27,156096,14,0,1
mushroom,weka.J48,0.34,172808,23,0,1
mushroom,weka.J48,0.44,177136,21,0,1
mushroom,weka.J48,0.22,150144,16,0,1
mushroom,weka.J48,0.29,162256,16,1.30568e+08,1
mushroom,weka.J48,0.26,151400,14,1.33068e+08,1
mushroom,weka.J48,0.28,155680,13,1.33268e+08,1
mushroom,weka.J48,0.27,158512,14,1.40232e+08,1
mushroom,weka.J48,0.37,165344,18,1.342e+08,1
mushroom,weka.J48,0.23,150144,16,0,1
mushroom,weka.J48,0.23,150144,16,0,1
mushroom,weka.J48,0.28,158592,17,1.3126e+08,1
mushroom,weka.J48,0.23,150144,16,0,1
mushroom,weka.J48,0.28,152480,14,0,1
mushroom,weka.J48,0.25,157696,16,5.2608e+07,1
mushroom,weka.J48,0.3,149056,20,4.5964e+07,1
mushroom,weka.J48,0.23,150208,19,0,1
mushroom,weka.J48,0.27,156400,20,0,1
mushroom,weka.J48,0.27,153424,17,0,1
mushroom,weka.J48,0.22,150144,16,0,1
mushroom,weka.J48,0.33,156736,21,0,1
mushroom,weka.J48,0.27,159008,15,0,1
mushroom,weka.J48,0.22,150144,14,0,1
mushroom,weka.J48,0.26,155232,16,0,1
mushroom,weka.J48,0.36,166960,18,1.35488e+08,1
mushroom,weka.J48,0.26,156176,15,0,1
mushroom,weka.J48,0.24,150144,17,0,1
mushroom,weka.J48,0.22,150144,16,0,1
mushroom,weka.J48,0.23,150144,16,0,1
mushroom,weka.J48,0.22,150144,13,0,1
mushroom,weka.J48,0.23,150208,18,0,1
mushroom,weka.J48,0.31,158608,22,1.37084e+08,1
mushroom,weka.J48,0.29,153744,14,0,1
mushroom,weka.J48,0.23,150144,14,1.33312e+08,1
mushroom,weka.J48,0.33,157184,17,1.3352e+08,1
mushroom,weka.J48,0.31,163152,14,1.31124e+08,1
mushroom,weka.J48,0.22,150144,15,0,1
mushroom,weka.J48,0.23,150144,16,1.30624e+08,1
mushroom,weka.J48,0.29,157872,16,0,1
mushroom,weka.J48,0.28,161408,15,0,1
mushroom,weka.J48,0.27,154736,16,0,1
mushroom,weka.J48,0.26,158816,14,0,1
mushroom,weka.J48,0.28,160416,16,0,1
mushroom,weka.J48,0.26,153936,14,0,1
mushroom,weka.J48,0.24,150144,22,0,1
mushroom,weka.J48,0.29,158880,19,0,1
mushroom,weka.J48,0.34,167248,18,0,1
mushroom,weka.J48,0.33,167696,19,1.32832e+08,1
mushroom,weka.J48,0.23,149960,15,0,1
mushroom,weka.J48,0.28,153744,16,0,1
mushroom,weka.J48,0.23,149888,15,0,1
mushroom,weka.J48,0.22,149888,14,0,1
mushroom,weka.J48,0.29,157152,15,0,1
mushroom,weka.J48,0.28,159384,15,1.36408e+08,1
mushroom,weka.J48,0.26,158144,17,0,1
mushroom,weka.J48,0.26,155408,14,0,1
mushroom,weka.J48,0.3,156768,17,1.37128e+08,1
mushroom,weka.J48,0.3,160600,18,0,1
mushroom,weka.J48,0.35,169200,21,0,1
mushroom,weka.J48,0.25,150144,14,0,1
mushroom,weka.J48,0.31,158736,24,5.4892e+07,1
mushroom,weka.J48,0.29,158208,24,1.52292e+08,1
mushroom,weka.J48,0.29,156616,20,1.31856e+08,1
mushroom,weka.J48,0.23,150144,15,0,1
mushroom,weka.J48,0.28,155536,16,4.9624e+07,1
mushroom,weka.J48,0.22,150144,16,0,1
mushroom,weka.J48,0.22,150144,20,0,1
mushroom,weka.J48,0.22,150144,16,0,1
mushroom,weka.J48,0.22,150208,16,0,1
mushroom,weka.J48,0.23,150144,16,0,1
mushroom,weka.J48,0.2,150272,15,0,1
mushroom,weka.J48,0.22,150144,14,0,1
mushroom,weka.J48,0.22,150144,15,0,1
mushroom,weka.J48,0.24,149568,16,0,1
mushroom,weka.J48,0.23,150144,16,0,1
mushroom,weka.J48,0.25,154416,15,0,1
mushroom,weka.J48,0.23,148240,20,1.3246e+08,1
mushroom,weka.J48,0.3,158848,18,0,1
mushroom,weka.J48,0.37,167808,18,1.37288e+08,1
mushroom,weka.J48,0.23,150144,14,0,1
mushroom,weka.J48,0.28,154912,16,0,1
mushroom,weka.J48,0.23,150336,17,1.44256e+08,1
mushroom,weka.J48,0.22,150144,16,1.37424e+08,1
mushroom,weka.J48,0.29,159632,15,1.3388e+08,1
mushroom,weka.J48,0.27,158720,15,1.40676e+08,1
mushroom,weka.J48,0.38,167856,15,1.41256e+08,1
mushroom,weka.J48,0.22,150144,17,1.57292e+08,1
mushroom,weka.J48,0.22,150144,17,1.33644e+08,1
mushroom,weka.J48,0.23,150144,16,1.326e+08,1
mushroom,weka.J48,0.28,153680,15,1.46032e+08,1
mushroom,weka.J48,0.25,150144,15,1.31096e+08,1
mushroom,weka.J48,0.24,155328,16,1.42836e+08,1
mushroom,weka.J48,0.28,152880,16,1.40868e+08,1
mushroom,weka.J48,0.28,156176,16,3.4416e+07,1
mushroom,weka.J48,0.23,151904,20,0,1
mushroom,weka.J48,0.23,150144,16,0,1
mushroom,weka.J48,0.32,163408,15,0,1
mushroom,weka.J48,0.3,170672,15,0,1
mushroom,weka.J48,0.21,146256,19,1.3378e+08,1
mushroom,weka.J48,0.21,150144,14,0,1
mushroom,weka.J48,0.22,150144,16,0,1
mushroom,weka.J48,0.28,156912,18,0,1
mushroom,weka.J48,0.23,150208,16,0,1
mushroom,weka.J48,0.22,150144,15,0,1
mushroom,weka.J48,0.22,150144,15,0,1
mushroom,weka.J48,0.24,150144,17,0,1
mushroom,weka.J48,0.23,150144,15,0,1
mushroom,weka.J48,0.29,161088,16,0,1
mushroom,weka.J48,0.36,180720,17,0,1
mushroom,weka.J48,0.33,179776,16,0,1
mushroom,weka.J48,0.23,150144,16,0,1
mushroom,weka.J48,0.23,150144,19,0,1
mushroom,weka.J48,0.25,155648,15,0,1
mushroom,weka.J48,0.34,168512,16,0,1
mushroom,weka.J48,0.22,150272,18,1.50832e+08,1
mushroom,weka.J48,0.22,150208,19,1.47588e+08,1
mushroom,weka.J48,0.23,149952,15,1.37684e+08,1
mushroom,weka.J48,0.27,156448,17,1.2892e+08,1
mushroom,weka.J48,0.23,130304,15,1.28356e+08,1
mushroom,weka.J48,0.22,130304,15,1.32632e+08,1
mushroom,weka.J48,0.23,130432,15,3.0232e+07,1
mushroom,weka.J48,0.22,130432,14,0,1
mushroom,weka.J48,0.23,130304,17,1.41456e+08,1
mushroom,weka.J48,0.28,141488,15,0,1
mushroom,weka.J48,0.25,136992,18,0,1
mushroom,weka.J48,0.3,141632,16,1.41336e+08,1
mushroom,weka.J48,0.23,130304,16,0,1
mushroom,weka.J48,0.23,125776,19,0,1
mushroom,weka.J48,0.28,140096,16,0,1
mushroom,weka.J48,0.23,130304,16,0,1
mushroom,weka.J48,0.23,129984,15,0,1
mushroom,weka.J48,0.23,130304,17,0,1
mushroom,weka.J48,0.25,135360,15,0,1
mushroom,weka.J48,0.27,139072,15,0,1
mushroom,weka.J48,0.29,142672,15,0,1
mushroom,weka.J48,0.32,144568,19,1.3704e+08,1
mushroom,weka.J48,0.23,130304,16,1.35652e+08,1
mushroom,weka.J48,0.23,130304,18,1.58176e+08,1
mushroom,weka.J48,0.23,130936,15,1.321e+08,1
mushroom,weka.J48,0.24,130304,20,6.6748e+07,1
mushroom,weka.J48,0.25,134608,16,1.31704e+08,1
mushroom,weka.J48,0.22,130048,17,1.36004e+08,1
mushroom,weka.J48,0.26,139024,15,0,1
mushroom,weka.J48,0.22,130304,16,0,1
mushroom,weka.J48,0.23,130304,16,0,1
mushroom,weka.J48,0.22,129296,16,0,1
mushroom,weka.J48,0.23,130304,16,0,1
mushroom,weka.J48,0.25,130368,16,1.19492e+08,1
mushroom,weka.J48,0.36,149920,18,0,1
mushroom,weka.J48,0.24,130880,18,0,1
mushroom,weka.J48,0.23,130304,17,0,1
mushroom,weka.J48,0.23,130304,16,0,1
mushroom,weka.J48,0.26,138328,16,0,1
mushroom,weka.J48,0.27,137112,19,0,1
mushroom,weka.J48,0.28,140352,16,0,1
mushroom,weka.J48,0.22,130240,16,0,1
mushroom,weka.J48,0.27,143912,17,1.37284e+08,1
mushroom,weka.J48,0.22,130304,15,1.4018e+08,1
mushroom,weka.J48,0.32,141328,15,0,1
mushroom,weka.J48,0.29,141152,18,1.34328e+08,1
mushroom,weka.J48,0.22,130304,15,1.37364e+08,1
mushroom,weka.J48,0.23,130304,16,1.3712e+08,1
mushroom,weka.J48,0.23,130304,21,6.776e+07,1
mushroom,weka.J48,0.31,140128,15,6.7952e+07,1
mushroom,weka.J48,0.23,130304,18,2.8748e+07,1
mushroom,weka.J48,0.23,130048,15,0,1
mushroom,weka.J48,0.22,130048,19,0,1
mushroom,weka.J48,0.24,130304,15,0,1
mushroom,weka.J48,0.24,130496,19,0,1
mushroom,weka.J48,0.33,144336,16,5.538e+07,1
mushroom,weka.J48,0.25,133456,14,0,1
mushroom,weka.J48,0.24,131072,18,0,1
mushroom,weka.J48,0.29,138512,16,0,1
mushroom,weka.J48,0.26,141568,16,0,1
mushroom,weka.J48,0.23,130304,16,0,1
mushroom,weka.J48,0.29,141888,20,0,1
mushroom,weka.J48,0.23,130304,17,0,1
mushroom,weka.J48,0.24,131776,18,1.32632e+08,1
mushroom,weka.J48,0.23,130304,16,0,1
mushroom,weka.J48,0.24,130304,15,1.50472e+08,1
mushroom,weka.J48,0.22,130304,15,0,1
mushroom,weka.J48,0.26,145720,17,1.37088e+08,1
mushroom,weka.J48,0.28,140320,15,1.32824e+08,1
mushroom,weka.J48,0.27,140256,15,7.932e+07,1
mushroom,weka.J48,0.25,133184,15,1.31724e+08,1
mushroom,weka.J48,0.26,136576,14,1.4152e+08,1
mushroom,weka.J48,0.23,130304,18,0,1
mushroom,weka.J48,0.23,130304,16,0,1
mushroom,weka.J48,0.27,139872,19,0,1
mushroom,weka.J48,0.25,135808,16,1.21276e+08,1
mushroom,weka.J48,0.3,140608,23,0,1
mushroom,weka.J48,0.22,130432,16,0,1
mushroom,weka.J48,0.25,136784,15,0,1
mushroom,weka.J48,0.24,130304,15,0,1
mushroom,weka.J48,0.29,136864,18,0,1
mushroom,weka.J48,0.28,139664,17,0,1
mushroom,weka.J48,0.23,130304,16,0,1
mushroom,weka.J48,0.23,133184,19,1.40072e+08,1
mushroom,weka.J48,0.26,154128,17,0,1
mushroom,weka.J48,0.23,149888,15,0,1
mushroom,weka.J48,0.22,150144,17,0,0.999877
mushroom,weka.J48,0.23,151768,14,0,0.999508
mushroom,weka.J48,0.28,160784,17,1.3632e+08,1
mushroom,weka.J48,0.22,150272,14,1.35648e+08,1
mushroom,weka.J48,0.28,157152,16,0,1
mushroom,weka.J48,0.31,161856,17,1.38248e+08,1
mushroom,weka.J48,0.3,159568,15,0,1
mushroom,weka.J48,0.23,150272,15,4.08e+07,1
mushroom,weka.J48,0.24,152704,15,5.2848e+07,1
mushroom,weka.J48,0.23,150144,16,1.384e+06,1
mushroom,weka.J48,0.23,150144,16,0,1
mushroom,weka.J48,0.22,149888,15,0,1
mushroom,weka.J48,0.22,150208,15,0,1
mushroom,weka.J48,0.24,150272,19,0,1
mushroom,weka.J48,0.26,155584,19,2.6264e+07,1
mushroom,weka.J48,0.22,150272,18,0,1
mushroom,weka.J48,0.22,150208,17,0,1
mushroom,weka.J48,0.28,161616,20,2.2328e+07,1
mushroom,weka.J48,0.23,150016,16,0,1
mushroom,weka.J48,0.25,150144,19,1.4132e+08,1
mushroom,weka.J48,0.24,150144,16,0,1
mushroom,weka.J48,0.29,159632,15,0,1
mushroom,weka.J48,0.22,150144,19,0,1
mushroom,weka.J48,0.24,154272,15,0,1
mushroom,weka.J48,0.29,150144,23,0,1
mushroom,weka.J48,0.24,150768,17,0,1
mushroom,weka.J48,0.22,150016,15,0,1
mushroom,weka.J48,0.3,161744,17,0,1
mushroom,weka.J48,0.27,153520,18,0,1
mushroom,weka.J48,0.23,150144,17,0,1
mushroom,weka.J48,0.25,155232,18,1.49804e+08,1
mushroom,weka.J48,0.34,167344,16,0,1
mushroom,weka.J48,0.37,155744,18,1.3286e+08,1
mushroom,weka.J48,0.31,157024,17,1.3948e+08,1
mushroom,weka.J48,0.23,150144,15,1.31792e+08,1
mushroom,weka.J48,0.31,165904,17,1.31124e+08,1
mushroom,weka.J48,0.28,157808,16,3.8952e+07,1
mushroom,weka.J48,0.29,151816,16,4.4512e+07,1
mushroom,weka.J48,0.36,162416,15,1.3634e+08,1
mushroom,weka.J48,0.23,150272,15,0,1
mushroom,weka.J48,0.24,150144,15,0,1
mushroom,weka.J48,0.22,150144,15,0,1
mushroom,weka.J48,0.22,150144,16,4.0244e+07,0.999877
mushroom,weka.J48,0.25,153488,14,0,0.999877
mushroom,weka.J48,0.25,153024,15,0,0.999877
mushroom,weka.J48,0.23,150208,15,0,0.999877
mushroom,weka.J48,0.23,150016,17,0,0.999877
mushroom,weka.J48,0.24,158632,15,0,0.999877
mushroom,weka.J48,0.23,150144,19,0,0.999877
mushroom,weka.J48,0.23,149952,16,0,0.999877
mushroom,weka.J48,0.23,150336,16,0,0.999877
mushroom,weka.J48,0.22,149888,18,0,0.999877
mushroom,weka.J48,0.22,150144,15,0,0.999877
mushroom,weka.J48,0.25,153976,17,0,0.999877
mushroom,weka.J48,0.22,150144,15,0,0.999877
mushroom,weka.J48,0.26,153232,16,0,0.999877
mushroom,weka.J48,0.22,150144,18,0,0.999877
mushroom,weka.J48,0.25,159136,15,0,0.999877
mushroom,weka.J48,0.26,157888,15,1.4108e+08,0.999877
mushroom,weka.J48,0.23,150016,16,1.37956e+08,0.999877
mushroom,weka.J48,0.28,159264,17,1.3742e+08,0.999877
mushroom,weka.J48,0.25,155520,16,1.43148e+08,0.999877
mushroom,weka.J48,0.23,149016,17,1.33064e+08,0.999508
mushroom,weka.J48,0.22,148888,17,3.2772e+07,0.999508
mushroom,weka.J48,0.22,148888,19,3.4852e+07,0.999508
mushroom,weka.J48,0.22,148888,15,1.31956e+08,0.999508
mushroom,weka.J48,0.26,162488,15,0,0.999508
mushroom,weka.J48,0.25,154328,15,0,0.999508
mushroom,weka.J48,0.22,144616,16,0,0.999508
mushroom,weka.J48,0.26,157720,15,0,0.999508
mushroom,weka.J48,0.23,148632,15,0,0.999508
mushroom,weka.J48,0.22,148888,16,0,0.999508
mushroom,weka.J48,0.23,148952,17,0,0.999508
mushroom,weka.J48,0.23,148952,18,1.41632e+08,0.999508
mushroom,weka.J48,0.22,148888,17,0,0.999508
mushroom,weka.J48,0.22,148888,16,0,0.999508
mushroom,weka.J48,0.24,147944,19,4.9088e+07,0.999508
mushroom,weka.J48,0.21,148888,15,0,0.999508
mushroom,weka.J48,0.23,149016,15,0,0.999508
mushroom,weka.J48,0.27,157272,15,0,0.999508
mushroom,weka.J48,0.23,148888,17,0,0.999508
mushroom,weka.J48,0.24,157208,18,1.31132e+08,0.999508
mushroom,weka.Decorate,7.82,1.06157e+08,340,3.86948e+08,1
mushroom,weka.Decorate,7.66,1.04678e+08,321,3.8304e+08,1
mushroom,weka.Decorate,8.49,1.04844e+08,327,3.8784e+08,1
mushroom,weka.Decorate,7.98,1.05667e+08,318,3.75472e+08,1
mushroom,weka.Decorate,8.34,1.03919e+08,321,3.82588e+08,1
mushroom,weka.Decorate,8.4,1.04602e+08,411,3.82636e+08,1
mushroom,weka.Decorate,8.2,1.05657e+08,331,3.88032e+08,1
mushroom,weka.Decorate,8.1,1.04023e+08,369,3.9204e+08,1
mushroom,weka.Decorate,8.61,1.06639e+08,400,3.81772e+08,1
mushroom,weka.Decorate,9.27,1.06564e+08,455,4.05768e+08,1
mushroom,weka.Decorate,8.29,1.03529e+08,384,3.82696e+08,1
mushroom,weka.Decorate,7.93,1.07282e+08,314,3.79736e+08,1
mushroom,weka.Decorate,8.84,1.05151e+08,340,3.92608e+08,1
mushroom,weka.Decorate,8.58,1.06817e+08,329,3.82032e+08,1
mushroom,weka.Decorate,7.77,1.03837e+08,328,3.81176e+08,1
mushroom,weka.Decorate,8.81,1.04938e+08,391,3.82512e+08,1
mushroom,weka.Decorate,8.7,1.04269e+08,352,3.85548e+08,1
mushroom,weka.Decorate,8.18,1.06958e+08,359,3.83368e+08,1
mushroom,weka.Decorate,8.7,1.06821e+08,330,3.82032e+08,1
mushroom,weka.Decorate,9.27,1.05627e+08,329,3.64648e+08,1
mushroom,weka.PART,0.49,259536,19,1.51072e+08,1
mushroom,weka.PART,0.51,273568,18,1.38188e+08,1
mushroom,weka.PART,0.44,248040,17,1.32e+08,1
mushroom,weka.PART,0.47,279000,18,0,1
mushroom,weka.PART,0.41,241848,20,0,1
mushroom,weka.PART,0.43,246496,19,0,1
mushroom,weka.PART,0.48,274072,17,0,1
mushroom,weka.PART,0.47,259144,17,0,1
mushroom,weka.PART,0.47,259976,17,0,1
mushroom,weka.PART,0.4,228144,20,0,1
mushroom,weka.PART,0.47,259816,22,0,1
mushroom,weka.PART,0.46,278176,18,0,1
mushroom,weka.PART,0.45,274072,16,0,1
mushroom,weka.PART,0.46,270552,17,1.38484e+08,1
mushroom,weka.PART,0.48,244408,18,1.3934e+08,1
mushroom,weka.PART,0.48,238184,18,1.44932e+08,1
mushroom,weka.PART,0.52,279512,15,1.32448e+08,1
mushroom,weka.PART,0.42,247120,20,1.44872e+08,1
mushroom,weka.PART,0.48,261048,20,0,1
mushroom,weka.PART,0.46,274072,17,0,1
mushroom,weka.RBFNetwork,2.5,1.44082e+07,30,0,0.984737
mushroom,weka.RBFNetwork,2.9,1.59502e+07,30,0,0.985721
mushroom,weka.RBFNetwork,2.67,1.4187e+07,36,0,0.987568
mushroom,weka.RBFNetwork,3.2,1.56838e+07,29,0,0.986829
mushroom,weka.RBFNetwork,2.93,1.59897e+07,30,0,0.98449
mushroom,weka.RBFNetwork,2.85,1.60094e+07,30,1.59592e+08,0.984244
mushroom,weka.RBFNetwork,2.64,1.48663e+07,30,0,0.984367
mushroom,weka.RBFNetwork,3.3,1.95348e+07,32,1.47644e+08,0.986214
mushroom,weka.RBFNetwork,2.64,1.38249e+07,29,0,0.985844
mushroom,weka.RBFNetwork,2.94,1.451e+07,30,1.5036e+08,0.985475
mushroom,weka.RBFNetwork,3.14,1.75037e+07,29,1.56608e+08,0.986091
mushroom,weka.RBFNetwork,2.31,1.38598e+07,32,1.51476e+08,0.986952
mushroom,weka.RBFNetwork,2.7,1.52075e+07,36,1.5944e+08,0.985598
mushroom,weka.RBFNetwork,3.79,2.21456e+07,32,1.469e+08,0.986337
mushroom,weka.RBFNetwork,3.22,2.08122e+07,33,1.58772e+08,0.982398
mushroom,weka.RBFNetwork,2.98,1.50196e+07,29,1.53948e+08,0.983998
mushroom,weka.RBFNetwork,2.87,1.38402e+07,33,1.6054e+08,0.985475
mushroom,weka.RBFNetwork,3.11,1.49882e+07,32,1.43116e+08,0.983136
mushroom,weka.RBFNetwork,3.22,1.90548e+07,34,1.59264e+08,0.98486
mushroom,weka.RBFNetwork,3.1,1.45736e+07,30,1.53288e+08,0.98646
mushroom,weka.StackingC,1.2,1.01067e+07,20,1.30416e+08,0.517971
mushroom,weka.StackingC,1.11,1.01039e+07,19,1.34276e+08,0.517971
mushroom,weka.StackingC,1.13,1.00972e+07,18,1.45384e+08,0.517971
mushroom,weka.StackingC,1.2,1.00986e+07,18,1.29096e+08,0.517971
mushroom,weka.StackingC,0.99,1.01098e+07,19,1.5132e+07,0.517971
mushroom,weka.StackingC,1.9,1.00949e+07,21,5.456e+07,0.517971
mushroom,weka.StackingC,0.96,1.00992e+07,19,1.44584e+08,0.517971
mushroom,weka.StackingC,1.23,1.01028e+07,19,0,0.517971
mushroom,weka.StackingC,0.97,1.0111e+07,22,0,0.517971
mushroom,weka.StackingC,1.5,1.01023e+07,17,1.33108e+08,0.517971
mushroom,weka.StackingC,1.24,1.01073e+07,19,0,0.517971
mushroom,weka.StackingC,0.98,1.01119e+07,20,0,0.517971
mushroom,weka.StackingC,0.92,1.00896e+07,24,0,0.517971
mushroom,weka.StackingC,0.97,1.00989e+07,26,0,0.517971
mushroom,weka.StackingC,0.98,1.01217e+07,20,1.42116e+08,0.517971
mushroom,weka.StackingC,1.28,1.01136e+07,21,8.2492e+07,0.517971
mushroom,weka.StackingC,1,1.00992e+07,18,0,0.517971
mushroom,weka.StackingC,1.24,1.01196e+07,22,1.41504e+08,0.517971
mushroom,weka.StackingC,1.8,1.01097e+07,21,1.36048e+08,0.517971
mushroom,weka.StackingC,0.98,1.01212e+07,17,1.32896e+08,0.517971
mushroom,weka.MultiClassClassifier,6.53,4.4928e+07,61,1.67696e+08,1
mushroom,weka.MultiClassClassifier,6.23,4.49537e+07,65,1.73636e+08,1
mushroom,weka.MultiClassClassifier,6.73,4.4957e+07,67,1.73848e+08,1
mushroom,weka.MultiClassClassifier,5.95,4.4944e+07,65,1.6054e+08,1
mushroom,weka.MultiClassClassifier,6.31,4.49672e+07,62,1.65948e+08,1
mushroom,weka.MultiClassClassifier,5.79,4.48935e+07,58,1.62032e+08,1
mushroom,weka.MultiClassClassifier,5.8,4.44255e+07,62,1.74748e+08,1
mushroom,weka.MultiClassClassifier,6.46,4.49474e+07,64,1.65632e+08,1
mushroom,weka.MultiClassClassifier,7.39,4.49313e+07,72,1.7786e+08,1
mushroom,weka.MultiClassClassifier,5.68,4.45892e+07,60,1.61472e+08,1
mushroom,weka.MultiClassClassifier,6.82,4.49492e+07,62,1.79308e+08,1
mushroom,weka.MultiClassClassifier,6.65,4.49297e+07,67,1.51112e+08,1
mushroom,weka.MultiClassClassifier,6.1,4.50535e+07,65,1.59244e+08,1
mushroom,weka.MultiClassClassifier,6.55,4.50178e+07,63,1.72656e+08,1
mushroom,weka.MultiClassClassifier,6.26,4.49389e+07,61,1.63876e+08,1
mushroom,weka.MultiClassClassifier,6.76,4.49737e+07,64,1.598e+08,1
mushroom,weka.MultiClassClassifier,6.11,4.49146e+07,64,1.67956e+08,1
mushroom,weka.MultiClassClassifier,6.42,4.49201e+07,67,1.6844e+08,1
mushroom,weka.MultiClassClassifier,6.54,4.49571e+07,70,1.75384e+08,1
mushroom,weka.MultiClassClassifier,5.99,4.49396e+07,67,1.73356e+08,1
mushroom,weka.VotedPerceptron,1.41,1.10824e+07,27,2.09632e+08,0.998892
mushroom,weka.VotedPerceptron,36.13,1.09946e+07,436,2.02736e+08,0.999138
mushroom,weka.VotedPerceptron,34,1.10184e+07,437,2.613e+08,0.998892
mushroom,weka.VotedPerceptron,1.19,1.09872e+07,25,2.30836e+08,0.998892
mushroom,weka.VotedPerceptron,32.88,1.10716e+07,425,2.00804e+08,0.998892
mushroom,weka.VotedPerceptron,34.19,1.10168e+07,419,2.10896e+08,0.998892
