
@relation query

@attribute dataset_name {letter,mushroom,nursery,optdigits,page-blocks,pendigits,waveform-5000,adult,covertype,satimage,kropt}
@attribute alg_name {weka.AdaBoostM1,weka.ADTree,weka.AODE,weka.AttributeSelectedClassifier,weka.Bagging,weka.BayesNet,weka.ClassificationViaRegression,weka.ConjunctiveRule,weka.CVParameterSelection,weka.DecisionStump,weka.DecisionTable,weka.Decorate,weka.FilteredClassifier,weka.HyperPipes,weka.IB1,weka.IBk,weka.Id3,weka.J48,weka.JRip,weka.LBR,weka.LMT,weka.Logistic,weka.LogitBoost,weka.LWL,weka.MultiBoostAB,weka.MultiClassClassifier,weka.MultilayerPerceptron,weka.MultiScheme,weka.NaiveBayes,weka.NaiveBayesSimple,weka.NaiveBayesUpdateable,weka.NBTree,weka.NNge,weka.OneR,weka.OrdinalClassClassifier,weka.PART,weka.Prism,weka.RacedIncrementalLogitBoost,weka.RandomCommittee,weka.RandomForest,weka.RandomTree,weka.RBFNetwork,weka.REPTree,weka.Ridor,weka.SimpleLogistic,weka.SMO,weka.Stacking,weka.StackingC,weka.ThresholdSelector,weka.VFI,weka.Vote,weka.VotedPerceptron,weka.Winnow,weka.ZeroR}
@attribute build_CPU numeric
@attribute build_mem numeric
@attribute run_CPU numeric
@attribute run_mem numeric
@attribute pred_acc numeric

@data
letter,weka.J48,5.37,2.67289e+07,183,3.18628e+08,0.8053
letter,weka.J48,5.58,3.07304e+06,143,2.58912e+08,0.80875
letter,weka.J48,5.67,2.77989e+07,180,2.80368e+08,0.82085
letter,weka.J48,5.83,1.90811e+07,156,2.1196e+08,0.8281
letter,weka.J48,5.49,1.41141e+07,167,2.74824e+08,0.84005
letter,weka.J48,5.4,1.98072e+06,150,2.8884e+08,0.77355
letter,weka.J48,6.69,2.4737e+07,183,3.29796e+08,0.83475
letter,weka.J48,5.13,5.72139e+06,165,2.88248e+08,0.8203
letter,weka.J48,5.42,1.01447e+07,146,2.4202e+08,0.80925
letter,weka.J48,6.9,2.78546e+07,195,2.8994e+08,0.8087
letter,weka.J48,3.3,2.80799e+06,119,1.3682e+08,0.7889
letter,weka.J48,9.78,2.49826e+07,221,2.64448e+08,0.87165
letter,weka.J48,4.69,7.32172e+06,136,2.7722e+08,0.79695
letter,weka.J48,9.1,2.61854e+07,175,2.43432e+08,0.8383
letter,weka.J48,5.31,1.91096e+07,155,2.63536e+08,0.81205
letter,weka.J48,4.12,6.37968e+06,131,2.74328e+08,0.8013
letter,weka.J48,4.52,3.70287e+06,142,2.94412e+08,0.7873
letter,weka.J48,2.78,545472,130,3.04968e+08,0.7579
letter,weka.J48,7.55,2.57837e+07,172,2.54156e+08,0.84015
letter,weka.J48,5.36,3.91689e+06,195,3.70776e+08,0.80825
letter,weka.J48,5.18,1.92324e+07,135,2.52328e+08,0.83345
letter,weka.J48,5.55,2.69018e+07,195,2.575e+08,0.79825
letter,weka.J48,5.24,1.31526e+07,197,2.87792e+08,0.84
letter,weka.J48,4.88,1.99973e+06,193,2.4974e+08,0.797
letter,weka.J48,7.21,2.62191e+07,221,2.9926e+08,0.792
letter,weka.J48,3.95,6.4566e+06,147,2.1976e+08,0.79865
letter,weka.J48,14.15,2.49834e+07,262,2.74484e+08,0.87165
letter,weka.J48,8.73,2.04504e+07,221,3.10296e+08,0.8561
letter,weka.J48,5.8,2.6745e+07,139,2.55964e+08,0.8053
letter,weka.J48,9.6,4.12878e+06,196,3.02816e+08,0.8382
letter,weka.J48,4.5,2.97121e+06,184,3.25508e+08,0.80525
letter,weka.J48,4.71,2.82782e+07,194,3.02652e+08,0.8163
letter,weka.J48,5.24,9.20146e+06,146,2.21552e+08,0.8053
letter,weka.J48,6.47,1.77561e+07,204,3.74096e+08,0.8527
letter,weka.J48,5.81,2.20702e+06,168,2.3278e+08,0.8435
letter,weka.J48,6.19,1.72855e+06,184,3.269e+08,0.8518
letter,weka.J48,6.33,2.8246e+07,168,2.2828e+08,0.81735
letter,weka.J48,4.67,5.77057e+06,155,3.0878e+08,0.82135
letter,weka.J48,5.9,8.02739e+06,150,2.38804e+08,0.8262
letter,weka.J48,6.25,1.57562e+07,186,2.69516e+08,0.81335
letter,weka.J48,4.63,9.1697e+06,130,2.21944e+08,0.8053
letter,weka.J48,5.38,1.89838e+06,140,2.17508e+08,0.82975
letter,weka.J48,4.93,1.03205e+07,153,3.13304e+08,0.8322
letter,weka.J48,4.73,2.05708e+06,195,3.31608e+08,0.80165
letter,weka.J48,10.27,6.85672e+07,217,2.105e+08,0.8801
letter,weka.J48,4.43,6.5217e+06,144,2.66752e+08,0.79335
letter,weka.J48,3.28,937160,122,2.49324e+08,0.77595
letter,weka.J48,4.28,1.00992e+07,139,2.475e+08,0.81315
letter,weka.J48,6.44,2.81712e+07,173,3.0964e+08,0.84005
letter,weka.J48,9.38,2.80631e+07,214,3.8626e+08,0.85345
letter,weka.J48,5.4,1.46011e+07,134,1.44468e+08,0.8203
letter,weka.J48,2.68,616160,128,3.4678e+08,0.7777
letter,weka.J48,4.74,1.30145e+07,153,3.54944e+08,0.822
letter,weka.J48,4.81,1.44634e+06,145,3.01652e+08,0.79865
letter,weka.J48,7.69,2.5347e+07,214,3.14424e+08,0.8794
letter,weka.J48,5.18,3.71994e+06,155,2.40192e+08,0.77425
letter,weka.J48,4.81,4.67215e+06,145,2.22916e+08,0.7892
letter,weka.J48,3.93,608696,143,2.47868e+08,0.7682
letter,weka.J48,5.42,1.39595e+06,200,2.4846e+08,0.8264
letter,weka.J48,4.74,9.4373e+06,147,2.20776e+08,0.80495
letter,weka.J48,5.36,1.24943e+07,196,2.46968e+08,0.8394
letter,weka.J48,6.13,2.80431e+07,215,2.84448e+08,0.8058
letter,weka.J48,3.4,1.11078e+06,124,2.41808e+08,0.7828
letter,weka.J48,7.38,1.5024e+07,217,3.69224e+08,0.84615
letter,weka.J48,7.56,6.49089e+07,201,3.65364e+08,0.8796
letter,weka.J48,5.75,2.20431e+07,179,2.92992e+08,0.85875
letter,weka.J48,5.1,1.38561e+06,151,2.81912e+08,0.7839
letter,weka.J48,5.12,2.06006e+06,154,1.6588e+08,0.77355
letter,weka.J48,4.26,1.57938e+06,137,2.15336e+08,0.79185
letter,weka.J48,5.88,2.6528e+07,197,3.09052e+08,0.79705
letter,weka.J48,6.29,6.04945e+06,200,2.98184e+08,0.8167
letter,weka.J48,4.76,2.79522e+07,139,3.3518e+08,0.80545
letter,weka.J48,4.95,1.2465e+06,162,3.09076e+08,0.80525
letter,weka.J48,5.84,3.07416e+06,187,2.532e+08,0.80825
letter,weka.J48,5.52,1.00396e+07,132,2.87488e+08,0.79865
letter,weka.J48,5.96,6.39743e+06,188,2.93168e+08,0.8081
letter,weka.J48,10.83,2.3779e+06,236,3.454e+08,0.87185
letter,weka.J48,7.41,2.82619e+07,224,3.63636e+08,0.85345
letter,weka.J48,4.62,1.21854e+06,158,2.87168e+08,0.79785
letter,weka.J48,5.2,1.68913e+06,149,3.00936e+08,0.84005
letter,weka.J48,5.32,5.84471e+06,147,2.99076e+08,0.82125
letter,weka.J48,6.94,2.7052e+07,187,3.53236e+08,0.8639
letter,weka.J48,7.24,3.01586e+06,183,2.83392e+08,0.837
letter,weka.J48,4.21,2.82579e+06,127,2.8872e+08,0.7821
letter,weka.J48,4.24,9.16074e+06,153,3.20148e+08,0.8099
letter,weka.J48,6.45,2.78293e+07,163,2.50676e+08,0.8167
letter,weka.J48,4.8,4.64768e+06,143,3.19328e+08,0.79045
letter,weka.J48,3.27,1.45012e+06,132,2.52504e+08,0.8155
letter,weka.J48,5.18,8.22272e+06,153,3.61676e+08,0.80885
letter,weka.J48,3.2,570768,149,2.53444e+08,0.7643
letter,weka.J48,7.95,2.48173e+07,163,3.15488e+08,0.87145
letter,weka.J48,3.77,585072,152,2.41064e+08,0.7639
letter,weka.J48,4.63,3.7113e+06,141,2.34748e+08,0.7873
letter,weka.J48,4.43,3.11736e+06,141,2.66616e+08,0.8024
letter,weka.J48,5.52,2.82544e+07,165,2.4162e+08,0.80965
letter,weka.J48,6.55,2.62471e+07,169,3.19308e+08,0.84185
letter,weka.J48,8.52,2.81001e+07,218,2.2136e+08,0.8535
letter,weka.J48,5.86,2.79245e+07,142,3.38812e+08,0.8324
letter,weka.J48,6.57,1.4708e+06,211,3.63444e+08,0.83245
letter,weka.J48,5.24,1.03462e+07,176,3.5064e+08,0.83245
letter,weka.J48,5.7,9.38572e+06,192,2.62748e+08,0.83085
letter,weka.J48,3.33,589984,122,2.30416e+08,0.7639
letter,weka.J48,6.2,2.77216e+07,170,3.6272e+08,0.8167
letter,weka.J48,4.59,3.67442e+06,135,2.4986e+08,0.7873
letter,weka.J48,5.51,2.18449e+07,144,2.71284e+08,0.8257
letter,weka.J48,4.64,566144,159,2.4076e+08,0.76625
letter,weka.J48,4.48,3.20448e+06,131,3.60484e+08,0.78745
letter,weka.J48,4.58,1.19303e+07,150,2.36724e+08,0.8136
letter,weka.J48,4.6,1.88147e+06,126,2.2024e+08,0.7702
letter,weka.J48,6.58,2.81171e+07,181,2.86288e+08,0.81295
letter,weka.J48,5.52,1.77589e+07,172,2.68672e+08,0.8521
letter,weka.J48,5.4,1.45178e+06,132,3.60252e+08,0.78665
letter,weka.J48,7.86,2.77458e+07,180,2.4718e+08,0.82125
letter,weka.J48,7.54,2.63211e+07,192,3.19616e+08,0.82585
letter,weka.J48,9.9,2.48481e+07,206,2.62584e+08,0.87205
letter,weka.J48,6.28,7.06239e+06,170,3.18832e+08,0.82135
letter,weka.J48,7.61,2.81683e+07,216,3.11136e+08,0.8533
letter,weka.J48,4.52,5.59929e+06,123,2.10396e+08,0.7944
letter,weka.J48,6.26,1.54738e+07,167,2.93528e+08,0.81745
letter,weka.J48,4.36,1.89964e+06,130,2.73436e+08,0.77355
letter,weka.J48,4.2,1.54778e+06,144,1.84712e+08,0.82745
letter,weka.J48,5.13,4.48502e+06,176,2.46728e+08,0.80915
letter,weka.J48,5.67,1.23746e+06,145,2.74268e+08,0.8024
letter,weka.J48,3.63,648584,136,2.86488e+08,0.76855
letter,weka.J48,6.18,1.50154e+07,212,2.70408e+08,0.84615
letter,weka.J48,7.36,2.12344e+06,180,3.79244e+08,0.8645
letter,weka.J48,4.3,1.17389e+06,161,2.68952e+08,0.79195
letter,weka.J48,7.88,2.79877e+07,180,3.62472e+08,0.8461
letter,weka.J48,6.35,1.54501e+07,141,2.64944e+08,0.81745
letter,weka.J48,6.33,2.8304e+07,193,2.7316e+08,0.8387
letter,weka.J48,6.16,2.77265e+07,171,2.64488e+08,0.8127
letter,weka.J48,5.46,7.59412e+06,159,2.27812e+08,0.8262
letter,weka.J48,5.54,2.48524e+07,139,2.357e+08,0.84625
letter,weka.OneR,0.76,134296,137,2.67368e+08,0.17235
letter,weka.OneR,0.89,126512,135,3.11076e+08,0.17235
letter,weka.OneR,1.3,110912,143,2.76412e+08,0.17235
letter,weka.OneR,0.91,118040,150,3.34732e+08,0.17235
letter,weka.OneR,0.96,121192,128,2.71372e+08,0.17235
letter,weka.OneR,0.74,121560,102,2.63492e+08,0.17235
letter,weka.OneR,0.84,116184,97,3.09528e+08,0.17235
letter,weka.OneR,0.78,131096,128,2.58164e+08,0.17235
letter,weka.OneR,0.8,116520,111,2.41272e+08,0.17235
letter,weka.OneR,0.88,136472,98,2.6992e+08,0.17235
letter,weka.OneR,0.92,115608,104,2.69076e+08,0.17235
letter,weka.OneR,0.75,137752,87,2.246e+08,0.17235
letter,weka.OneR,1.9,133632,107,2.89844e+08,0.17235
letter,weka.OneR,0.91,139496,112,2.75332e+08,0.17235
letter,weka.OneR,1.1,137952,140,2.95408e+08,0.17235
letter,weka.OneR,0.68,134232,102,2.28088e+08,0.17235
letter,weka.OneR,0.88,116280,110,2.98532e+08,0.17235
letter,weka.OneR,0.98,118168,88,3.71132e+08,0.17235
letter,weka.OneR,0.85,138184,91,2.9094e+08,0.17235
letter,weka.OneR,0.89,120664,133,2.79112e+08,0.17235
letter,weka.OneR,0.78,121200,103,3.01328e+08,0.17235
letter,weka.OneR,0.81,112984,101,2.78424e+08,0.17235
letter,weka.OneR,0.88,115296,98,2.68372e+08,0.17235
letter,weka.OneR,0.72,119320,95,2.51676e+08,0.17235
letter,weka.OneR,0.72,119192,86,2.48804e+08,0.17235
letter,weka.OneR,0.92,135000,94,2.27432e+08,0.17235
letter,weka.OneR,0.74,120472,106,2.72244e+08,0.17235
letter,weka.OneR,0.78,117640,106,2.8078e+08,0.17235
letter,weka.OneR,0.81,136664,103,2.55528e+08,0.17235
letter,weka.OneR,0.91,116872,107,2.29176e+08,0.17235
letter,weka.OneR,0.63,118936,88,2.85692e+08,0.17235
letter,weka.OneR,0.97,115944,91,2.97088e+08,0.17235
letter,weka.OneR,0.87,117736,107,3.32688e+08,0.17235
letter,weka.OneR,1.5,115552,143,2.44988e+08,0.17235
letter,weka.OneR,0.88,112328,104,2.99352e+08,0.17235
letter,weka.OneR,1.23,134504,145,3.04156e+08,0.17235
letter,weka.OneR,0.91,115688,132,3.09976e+08,0.17235
letter,weka.OneR,0.92,123000,115,2.3286e+08,0.17235
letter,weka.OneR,0.98,118616,105,3.32656e+08,0.17235
letter,weka.OneR,0.92,119656,90,2.40104e+08,0.17235
letter,weka.OneR,0.8,122200,106,2.56956e+08,0.17235
letter,weka.OneR,0.94,130008,100,2.8286e+08,0.17235
letter,weka.OneR,0.65,118296,87,3.13416e+08,0.17235
letter,weka.OneR,1.1,131872,111,2.79244e+08,0.17235
letter,weka.OneR,0.9,124440,97,2.66376e+08,0.17235
letter,weka.OneR,0.98,134040,141,2.58596e+08,0.17235
letter,weka.OneR,0.74,135064,112,2.94428e+08,0.17235
letter,weka.OneR,0.78,144200,132,2.88684e+08,0.17235
letter,weka.OneR,1,139536,101,2.80208e+08,0.17235
letter,weka.OneR,0.95,115160,101,2.82144e+08,0.17235
letter,weka.OneR,0.83,108472,92,1.99216e+08,0.17235
letter,weka.OneR,0.82,121192,100,2.51896e+08,0.17235
letter,weka.OneR,0.89,117528,94,2.25668e+08,0.17235
letter,weka.OneR,0.73,135128,96,2.7728e+08,0.17235
letter,weka.OneR,0.98,142968,97,2.5648e+08,0.17235
letter,weka.OneR,0.68,118616,112,2.85136e+08,0.17235
letter,weka.OneR,0.8,121112,93,2.04648e+08,0.17235
letter,weka.OneR,0.97,120360,102,3.69164e+08,0.17235
letter,weka.OneR,0.95,137624,107,2.98932e+08,0.17235
letter,weka.OneR,0.91,120088,126,2.86612e+08,0.17235
letter,weka.OneR,0.79,122712,97,2.62064e+08,0.17235
letter,weka.OneR,0.92,119224,140,2.84648e+08,0.17235
letter,weka.OneR,0.91,118504,139,2.68096e+08,0.17235
letter,weka.Bagging,99.4,4.3649e+08,1199.59,9.67256e+08,0.8076
letter,weka.Bagging,10.38,7.17194e+07,536.07,2.04046e+08,0.61505
letter,weka.Bagging,95.76,1.45604e+08,937.6,4.99378e+08,0.92075
letter,weka.Bagging,2.56,4.47762e+07,485.06,2.20628e+08,0.6431
letter,weka.Bagging,4.44,4.86581e+07,465.75,1.9841e+08,0.62235
letter,weka.Bagging,359.4,2.48825e+08,3302.6,6.83442e+08,0.8145
letter,weka.Bagging,322.27,3.02347e+08,3180.36,9.48875e+08,0.92595
letter,weka.Bagging,48.2,1.57411e+08,485.63,7.49637e+08,0.90325
letter,weka.Bagging,172.94,2.37204e+08,1607.62,5.43683e+08,0.812
letter,weka.Bagging,0.66,8.24346e+06,12.64,1.60099e+08,0.30765
letter,weka.Bagging,25.35,1.15927e+08,248.43,3.45377e+08,0.79945
letter,weka.Bagging,24.16,9.51893e+07,249.47,1.55774e+08,0.181
letter,weka.Bagging,0.77,4.43725e+07,15.53,1.62e+08,0.0405
letter,weka.Bagging,1.22,1.20172e+07,148.12,1.82201e+08,0.6444
letter,weka.Bagging,29.97,1.25778e+08,327.99,3.38012e+08,0.9145
letter,weka.Bagging,3.94,8.9391e+07,41.09,1.56047e+08,0.205
letter,weka.Bagging,129.32,2.33242e+08,1948.57,9.70992e+08,0.82135
letter,weka.Bagging,0.18,1.71742e+07,6515.58,1.90878e+08,0.95855
letter,weka.Bagging,1.5,4.63004e+07,90.09,1.74638e+08,0.3641
letter,weka.Bagging,18.06,4.4512e+07,177.94,1.58931e+08,0.07305
letter,weka.Bagging,11.76,8.85304e+07,114.25,1.55849e+08,0.1863
letter,weka.Bagging,7156.67,3.33936e+08,69602.2,3.58436e+08,0.77355
letter,weka.Bagging,27.41,5.26118e+08,501.83,1.97561e+09,0.94225
letter,weka.Bagging,0.99,5.88093e+07,23506.5,4.05206e+08,0.9615
letter,weka.Bagging,120.97,1.49926e+08,1161.78,6.50777e+08,0.9211
letter,weka.Bagging,35.71,6.2451e+08,735.01,2.02386e+09,0.94575
letter,weka.Bagging,5.56,8.85287e+07,53.92,1.53182e+08,0.18645
letter,weka.Bagging,6.13,5.79088e+07,415.33,2.01674e+08,0.6167
letter,weka.Bagging,6.74,4.35891e+07,336.58,1.90917e+08,0.64225
letter,weka.Bagging,4.21,8.621e+07,43.17,1.55706e+08,0.20365
letter,weka.Bagging,0.31,1.09878e+07,11.85,1.60366e+08,0.34955
letter,weka.Bagging,5.1,4.59747e+07,865.24,2.19957e+08,0.6426
letter,weka.Bagging,8.58,9.41048e+07,83.12,1.56183e+08,0.18445
letter,weka.Bagging,7.71,4.51378e+07,444.35,1.96319e+08,0.6414
letter,weka.Bagging,36.34,1.47109e+08,347.32,3.54106e+08,0.92885
letter,weka.Bagging,510.54,3.20955e+08,4928.99,9.47871e+08,0.9375
letter,weka.Bagging,7.6,4.45237e+07,73.51,1.61315e+08,0.1408
letter,weka.Bagging,2.96,4.78259e+07,313.08,2.00245e+08,0.63035
letter,weka.Bagging,1.67,3.06555e+07,99.42,1.62244e+08,0.6203
letter,weka.Bagging,5.86,1.02101e+08,61.27,2.66324e+08,0.89885
letter,weka.Bagging,0.92,5.50747e+07,29634.7,4.20989e+08,0.96205
letter,weka.Bagging,13.65,4.36247e+07,133.5,1.62952e+08,0.09725
letter,weka.Bagging,685.78,1.60645e+08,6311.8,9.39367e+08,0.94335
letter,weka.Bagging,123.59,1.76184e+08,1323.56,9.66306e+08,0.9254
letter,weka.Bagging,9.29,4.44933e+07,84.61,1.59774e+08,0.08455
letter,weka.Bagging,0.69,4.86105e+07,19611.1,3.32489e+08,0.96155
letter,weka.Bagging,9.87,8.85173e+07,95.54,1.5162e+08,0.1831
letter,weka.Bagging,538.75,2.62406e+08,5017.11,6.65961e+08,0.7739
letter,weka.Bagging,179.84,5.59731e+08,3453.99,9.58043e+08,0.78845
letter,weka.Bagging,2.93,4.84706e+07,373.92,1.84007e+08,0.6298
letter,weka.Bagging,263.33,3.31652e+08,3466.32,9.48308e+08,0.82355
letter,weka.Bagging,53.82,9.71172e+07,528.74,1.75276e+08,0.08595
letter,weka.Bagging,2.88,4.23299e+07,207.18,1.93219e+08,0.64265
letter,weka.Bagging,22.54,3.32152e+08,359.8,9.62618e+08,0.938
letter,weka.Bagging,3.03,4.59244e+07,337.84,1.97267e+08,0.64365
letter,weka.Bagging,250.96,3.2342e+08,2427.78,7.79009e+08,0.9363
letter,weka.Bagging,4.19,4.58646e+07,343.17,1.97202e+08,0.643
letter,weka.Bagging,6783.48,3.81328e+08,70948.2,5.85531e+08,0.7736
letter,weka.Bagging,1008.95,1.14519e+08,10482.9,2.84739e+08,0.7709
letter,weka.Bagging,45.25,1.8758e+08,452.23,6.84312e+08,0.9091
letter,weka.Bagging,0.39,1.07207e+07,93.17,1.81179e+08,0.64465
letter,weka.Bagging,101.24,6.9408e+08,1290.04,9.64173e+08,0.7948
letter,weka.Bagging,10.11,5.72736e+07,1305.1,2.45133e+08,0.64205
letter,weka.Bagging,5.01,1.51151e+08,74.98,9.45323e+08,0.8848
letter,weka.Bagging,1.9,1.78846e+06,28.24,8.61383e+07,0.04065
letter,weka.Bagging,4.88,9.68862e+07,48.97,1.71994e+08,0.13585
letter,weka.Bagging,638.32,2.80492e+08,5836.7,7.5738e+08,0.77315
letter,weka.Bagging,8379.71,1.51066e+08,83674.4,9.63883e+08,0.8565
letter,weka.Bagging,13.32,9.79131e+07,131.85,1.76347e+08,0.1565
letter,weka.Bagging,192.18,3.25167e+08,1864.82,7.92789e+08,0.93755
letter,weka.Bagging,0.94,4.40941e+07,111.73,1.65502e+08,0.6435
letter,weka.Bagging,3065.84,3.27539e+08,30651.1,3.56416e+08,0.7743
letter,weka.Bagging,19.07,1.2603e+08,201.15,4.78853e+08,0.8566
letter,weka.Bagging,0.43,2.36343e+07,8.48,1.64314e+08,0.0405
letter,weka.Bagging,0.5,2.51808e+07,30.06,1.63192e+08,0.35795
letter,weka.Bagging,4.92,4.67435e+07,253.41,1.69685e+08,0.6151
letter,weka.Bagging,102.93,2.11619e+08,1000.11,4.47894e+08,0.932
letter,weka.Bagging,7372.07,3.49232e+08,73536.1,3.71735e+08,0.7735
letter,weka.Bagging,2.85,4.55734e+07,271.46,1.85986e+08,0.64395
letter,weka.Bagging,92.22,1.54554e+08,899.71,8.60691e+08,0.929
letter,weka.Bagging,0.29,4.66325e+07,10211.9,3.17285e+08,0.96255
letter,weka.Bagging,0.46,6.08245e+07,25012.4,3.27274e+08,0.96115
letter,weka.Bagging,9.59,9.585e+07,88.93,1.67746e+08,0.1814
letter,weka.Bagging,1.58,4.45172e+07,204.8,1.81174e+08,0.64305
letter,weka.Bagging,58.45,1.2291e+08,571.16,4.14999e+08,0.921
letter,weka.Bagging,10.2,8.9413e+07,97.7,1.51144e+08,0.18385
letter,weka.Bagging,6.6,4.59434e+07,870.26,2.22407e+08,0.6423
letter,weka.Bagging,0.69,5.95687e+07,24483.2,3.35243e+08,0.96275
letter,weka.Bagging,3.98,4.95168e+07,358.54,1.90852e+08,0.6435
letter,weka.Bagging,29.56,8.71988e+07,1463.23,2.46407e+08,0.64165
letter,weka.Bagging,2.2,4.28569e+07,19.54,1.46271e+08,0.18495
letter,weka.Bagging,5.31,4.83181e+07,536.97,1.93936e+08,0.62405
letter,weka.Bagging,438.24,3.31613e+08,4194.86,9.42793e+08,0.7867
letter,weka.Bagging,832.87,2.0743e+08,7516.46,9.05966e+08,0.94725
letter,weka.Bagging,6.83,3.40995e+07,67.48,1.62758e+08,0.07365
letter,weka.Bagging,1.09,4.59236e+07,69.7,1.68118e+08,0.36235
letter,weka.Bagging,11.04,4.44943e+07,112.13,1.62573e+08,0.10445
letter,weka.Bagging,0.59,3.97093e+07,26.51,1.62646e+08,0.34265
letter,weka.Bagging,2074.13,3.32173e+08,22261.4,5.59089e+08,0.77255
letter,weka.Bagging,0.35,1.40182e+07,8.59,1.63217e+08,0.0404
letter,weka.Bagging,571.4,3.2982e+08,5574.56,9.42706e+08,0.79195
letter,weka.Bagging,0.82,4.39724e+07,89.86,1.65281e+08,0.6439
letter,weka.Bagging,4989.29,3.47168e+08,48785.5,3.72332e+08,0.77315
letter,weka.Bagging,46.37,1.92407e+08,455.61,7.37618e+08,0.91045
letter,weka.Bagging,1368.4,3.51294e+08,12838.3,9.15281e+08,0.95425
letter,weka.Bagging,21794.9,3.46161e+08,215290,3.7353e+08,0.7732
letter,weka.Bagging,531.7,2.55999e+08,10830.2,9.61304e+08,0.9456
letter,weka.Bagging,264.4,3.20402e+08,2553.86,8.74999e+08,0.93535
letter,weka.Bagging,1.23,1.41899e+08,72044.4,5.26411e+08,0.9608
letter,weka.Bagging,0.78,5.14347e+07,18695.4,3.43502e+08,0.96115
letter,weka.Bagging,2.17,4.48847e+07,129.36,1.66314e+08,0.64385
letter,weka.Bagging,30.55,1.26002e+08,309.82,4.61738e+08,0.88795
letter,weka.Bagging,2070.82,4.2804e+08,20519.1,9.66873e+08,0.77895
letter,weka.Bagging,58.21,2.01864e+08,594.66,8.34517e+08,0.9076
letter,weka.Bagging,16.45,9.48511e+07,159.69,1.56824e+08,0.1836
letter,weka.Bagging,3.32,6.99868e+07,32.26,1.49312e+08,0.18185
letter,weka.Bagging,0.18,2.27914e+07,139302,3.45739e+08,0.44105
letter,weka.Bagging,14.73,9.71389e+07,140.55,1.72329e+08,0.07855
letter,weka.Bagging,0.84,1.24487e+07,48.88,1.62697e+08,0.6227
letter,weka.Bagging,0.3,4.64712e+07,11803.5,3.33178e+08,0.9602
letter,weka.Bagging,955.43,2.8713e+08,15722.9,9.74517e+08,0.95455
letter,weka.Bagging,858.35,3.32526e+08,8942.54,9.53581e+08,0.7788
letter,weka.Bagging,30.07,1.24721e+08,291.97,3.39264e+08,0.92545
letter,weka.Bagging,924.67,3.30021e+08,8435.17,9.19798e+08,0.81445
letter,weka.Bagging,5.3,4.90289e+07,442.13,2.10608e+08,0.62295
letter,weka.Bagging,12.57,2.50492e+08,196.89,9.52845e+08,0.92945
letter,weka.Bagging,16.02,4.58521e+07,908.48,2.27139e+08,0.64155
letter,weka.Bagging,2.72,2.72772e+07,217.28,1.8643e+08,0.6436
letter,weka.Bagging,15.39,1.2338e+08,149.41,3.42097e+08,0.89085
letter,weka.Bagging,4.06,3.888e+07,320.17,1.93202e+08,0.6425
letter,weka.Bagging,1.94,4.43741e+07,13.24,1.6037e+08,0.04045
letter,weka.Bagging,11.83,8.95001e+07,98.92,1.54277e+08,0.182
letter,weka.Bagging,403.3,4.17947e+08,4579.86,9.34407e+08,0.9375
letter,weka.Bagging,261.12,1.94345e+08,2674.86,9.66639e+08,0.9234
letter,weka.Bagging,0.4,1.46977e+07,13.08,1.6497e+08,0.3155
letter,weka.Bagging,2.31,6.76136e+07,55816.1,4.40394e+08,0.96355
letter,weka.Bagging,6.38,4.25734e+07,366.82,1.88902e+08,0.6429
letter,weka.Bagging,3.86,5.39493e+07,395.69,2.01031e+08,0.64315
letter,weka.Bagging,10.15,9.66519e+07,98.96,1.7137e+08,0.17525
letter,weka.Bagging,1.8,4.51407e+07,164.14,1.72966e+08,0.64345
letter,weka.Bagging,415.59,2.50162e+08,9296.12,9.45267e+08,0.94095
letter,weka.Bagging,7.38,8.94228e+07,71.05,1.5538e+08,0.1967
letter,weka.Bagging,0.7,4.42207e+07,16.2,1.6024e+08,0.04035
letter,weka.Bagging,3.52,4.54083e+07,533.19,2.08672e+08,0.64225
letter,weka.Bagging,441.19,3.54609e+08,4218.41,9.6554e+08,0.9371
letter,weka.Bagging,223.71,1.98991e+08,6211.51,9.78057e+08,0.93105
letter,weka.Bagging,13.56,1.04278e+08,125.41,2.42049e+08,0.73885
letter,weka.Bagging,2.91,4.44273e+07,28.9,1.47302e+08,0.1857
letter,weka.Bagging,19.08,3.31603e+08,364.85,9.47534e+08,0.93935
letter,weka.Bagging,2714.68,3.25493e+08,26502.4,3.68574e+08,0.7728
letter,weka.Bagging,3.46,4.68162e+07,429.32,2.12056e+08,0.644
letter,weka.Bagging,1446.37,3.87557e+08,13674,9.73769e+08,0.78005
letter,weka.Bagging,839.47,2.91141e+08,16060.4,9.69985e+08,0.9507
letter,weka.Bagging,16.56,4.59308e+07,978.24,2.24197e+08,0.64145
letter,weka.Bagging,4996.57,3.3784e+08,48580.2,3.59148e+08,0.7741
letter,weka.Bagging,118.51,1.62961e+08,1199.94,9.42283e+08,0.92825
letter,weka.Bagging,16.11,1.77762e+08,182.66,9.14366e+08,0.93665
letter,weka.Bagging,240.17,9.35746e+08,3667.11,9.75124e+08,0.7921
letter,weka.Bagging,37.1,1.41575e+08,363.75,6.61274e+08,0.90155
letter,weka.Bagging,152.81,2.06159e+08,1528.01,8.68836e+08,0.8222
letter,weka.Bagging,10020.8,3.48877e+08,100980,3.71052e+08,0.77335
letter,weka.Bagging,342.87,2.30275e+08,3150.94,6.52149e+08,0.7838
letter,weka.Bagging,9.03,8.94058e+07,87.76,1.54839e+08,0.18705
