alg_name,dataset,id,2,5,4,1,Acc,3
weka.J48,optdigits,121212,0.05,,false,,0.907473,2
weka.J48,optdigits,121201,0.05,,false,,0.907473,2
weka.J48,optdigits,121203,0.05,,false,,0.907473,2
weka.J48,optdigits,121205,0.05,,false,,0.907473,2
weka.J48,optdigits,121207,0.05,,false,,0.907473,2
weka.J48,optdigits,121193,0.05,,false,,0.907473,2
weka.J48,optdigits,121195,0.05,,false,,0.907473,2
weka.J48,optdigits,121197,0.05,,false,,0.907473,2
weka.J48,optdigits,121199,0.05,,false,,0.907473,2
weka.J48,optdigits,121184,0.05,,false,,0.907473,2
weka.J48,optdigits,121186,0.05,,false,,0.907473,2
weka.J48,optdigits,121188,0.05,,false,,0.907473,2
weka.J48,optdigits,121189,0.05,,false,,0.907473,2
weka.J48,optdigits,121191,0.05,,false,,0.907473,2
weka.J48,optdigits,121179,0.05,,false,,0.907473,2
weka.J48,optdigits,121178,0.05,,false,,0.907473,2
weka.J48,optdigits,121176,0.05,,false,,0.907473,2
weka.J48,optdigits,121183,0.05,,false,,0.907473,2
weka.J48,optdigits,121181,0.05,,false,,0.907473,2
weka.J48,optdigits,121171,0.01,,false,,0.907117,2
weka.J48,optdigits,121174,0.01,,false,,0.907117,2
weka.J48,optdigits,121166,0.01,,false,,0.907117,2
weka.J48,optdigits,121157,0.01,,false,,0.907117,2
weka.J48,optdigits,121268,0.15,,false,,0.90694,2
weka.J48,optdigits,121270,0.15,,false,,0.90694,2
weka.J48,optdigits,121264,0.15,,false,,0.90694,2
weka.J48,optdigits,121266,0.15,,false,,0.90694,2
weka.J48,optdigits,121277,0.15,,false,,0.90694,2
weka.J48,optdigits,121279,0.15,,false,,0.90694,2
weka.J48,optdigits,121272,0.15,,false,,0.90694,2
weka.J48,optdigits,121274,0.15,,false,,0.90694,2
weka.J48,optdigits,121275,0.15,,false,,0.90694,2
weka.J48,optdigits,121253,0.15,,false,,0.90694,2
weka.J48,optdigits,121255,0.15,,false,,0.90694,2
weka.J48,optdigits,121249,0.1,,false,,0.907473,2
weka.J48,optdigits,121248,0.1,,false,,0.907473,2
weka.J48,optdigits,121251,0.1,,false,,0.907473,2
weka.J48,optdigits,121261,0.15,,false,,0.90694,2
weka.J48,optdigits,121263,0.15,,false,,0.90694,2
weka.J48,optdigits,121257,0.15,,false,,0.90694,2
weka.J48,optdigits,121259,0.15,,false,,0.90694,2
weka.J48,optdigits,121239,0.1,,false,,0.907473,2
weka.J48,optdigits,121237,0.1,,false,,0.907473,2
weka.J48,optdigits,121235,0.1,,false,,0.907473,2
weka.J48,optdigits,121233,0.1,,false,,0.907473,2
weka.J48,optdigits,121246,0.1,,false,,0.907473,2
weka.J48,optdigits,121244,0.1,,false,,0.907473,2
weka.J48,optdigits,121242,0.1,,false,,0.907473,2
weka.J48,optdigits,121241,0.1,,false,,0.907473,2
weka.J48,optdigits,121222,0.1,,false,,0.907473,2
weka.J48,optdigits,121220,0.1,,false,,0.907473,2
weka.J48,optdigits,121218,0.1,,false,,0.907473,2
weka.J48,optdigits,121216,0.1,,false,,0.907473,2
