% Query:
% SELECT d.name, li.name, ev.evalue
% FROM
% dataset d,
% experiment e,
% learner_application la,
% learner_implementation li,
% evaluation ev
% WHERE d.did = 6 and
% d.did = e.did and la.laid = e.laid and la.liid = li.liid and
% e.eid = ev.eid and ev.emiid = 6

@relation query

%@attribute name {letter}
@attribute name {weka.DecisionTable,weka.NNge,weka.DecisionStump,weka.SMO,weka.MultilayerPerceptron,weka.MultiBoostAB,weka.ConjunctiveRule,weka.Stacking,weka.J48,weka.Decorate,weka.PART,weka.ZeroR,weka.BayesNet,weka.SimpleLogistic,weka.Logistic,weka.StackingC,weka.AttributeSelectedClassifier,weka.MultiClassClassifier,weka.NaiveBayes,weka.FilteredClassifier,weka.MultiScheme,weka.NaiveBayesUpdateable,weka.Vote,weka.HyperPipes,weka.NBTree,weka.CVParameterSelection,weka.ClassificationViaRegression,weka.LogitBoost,weka.Bagging,weka.IBk,weka.NaiveBayesSimple,weka.IB1,weka.OneR,weka.VFI,weka.RacedIncrementalLogitBoost,weka.LWL,weka.RandomForest,weka.RandomTree,weka.REPTree,weka.JRip,weka.AdaBoostM1,weka.RandomCommittee,weka.OrdinalClassClassifier,weka.LMT}
@attribute evalue numeric

@data
letter,weka.DecisionTable,0.71535
letter,weka.NNge,0.9143
letter,weka.DecisionStump,0.0709
letter,weka.SMO,0.8234
letter,weka.MultilayerPerceptron,0.82075
letter,weka.MultiBoostAB,0.0709
letter,weka.ConjunctiveRule,0.0703
letter,weka.Stacking,0.04065
letter,weka.J48,0.8798
letter,weka.Decorate,0.91475
letter,weka.PART,0.8876
letter,weka.ZeroR,0.04065
letter,weka.BayesNet,0.74365
letter,weka.SimpleLogistic,0.7741
letter,weka.Logistic,0.773
letter,weka.StackingC,0.04065
letter,weka.AttributeSelectedClassifier,0.88355
letter,weka.MultiClassClassifier,0.72335
letter,weka.NaiveBayes,0.64115
letter,weka.FilteredClassifier,0.78665
letter,weka.MultiScheme,0.04065
letter,weka.NaiveBayesUpdateable,0.64115
letter,weka.Vote,0.04065
letter,weka.HyperPipes,0.2226
letter,weka.NBTree,0.8698
letter,weka.CVParameterSelection,0.04065
letter,weka.ClassificationViaRegression,0.9108
letter,weka.LogitBoost,0.73515
letter,weka.Bagging,0.89995
letter,weka.IBk,0.9606
letter,weka.NaiveBayesSimple,0.64225
letter,weka.IB1,0.96
letter,weka.OneR,0.17235
letter,weka.VFI,0.61145
letter,weka.RacedIncrementalLogitBoost,0.70575
letter,weka.LWL,0.4183
letter,weka.RandomForest,0.94605
letter,weka.RandomTree,0.74785
letter,weka.REPTree,0.8407
letter,weka.JRip,0.8638
letter,weka.AdaBoostM1,0.0709
letter,weka.RandomCommittee,0.9193
letter,weka.OrdinalClassClassifier,0.768
letter,weka.DecisionTable,0.7194
letter,weka.NNge,0.9143
letter,weka.DecisionStump,0.0709
letter,weka.SMO,0.82375
letter,weka.MultilayerPerceptron,0.82565
letter,weka.MultiBoostAB,0.0709
letter,weka.ConjunctiveRule,0.07045
letter,weka.Stacking,0.04065
letter,weka.J48,0.8804
letter,weka.Decorate,0.92175
letter,weka.PART,0.88625
letter,weka.ZeroR,0.04065
letter,weka.BayesNet,0.74425
letter,weka.SimpleLogistic,0.773
letter,weka.Logistic,0.7739
letter,weka.StackingC,0.04065
letter,weka.AttributeSelectedClassifier,0.88045
letter,weka.MultiClassClassifier,0.7244
letter,weka.NaiveBayes,0.6408
letter,weka.FilteredClassifier,0.7881
letter,weka.MultiScheme,0.04065
letter,weka.NaiveBayesUpdateable,0.6408
letter,weka.Vote,0.04065
letter,weka.HyperPipes,0.2223
letter,weka.NBTree,0.8701
letter,weka.CVParameterSelection,0.04065
letter,weka.ClassificationViaRegression,0.9117
letter,weka.LogitBoost,0.73345
letter,weka.Bagging,0.8998
letter,weka.LMT,0.9233
letter,weka.IBk,0.959
letter,weka.NaiveBayesSimple,0.64275
letter,weka.IB1,0.9585
letter,weka.OneR,0.1713
letter,weka.VFI,0.61135
letter,weka.RacedIncrementalLogitBoost,0.70475
letter,weka.LWL,0.4215
letter,weka.RandomForest,0.9441
letter,weka.RandomTree,0.75725
letter,weka.REPTree,0.8408
letter,weka.JRip,0.8647
letter,weka.AdaBoostM1,0.0709
letter,weka.RandomCommittee,0.9186
letter,weka.OrdinalClassClassifier,0.76945
letter,weka.SMO,0.8234
letter,weka.SMO,0.8235
letter,weka.SMO,0.82355
letter,weka.SMO,0.82355
letter,weka.SMO,0.8235
letter,weka.SMO,0.82335
letter,weka.SMO,0.8235
letter,weka.SMO,0.8235
letter,weka.SMO,0.8235
letter,weka.SMO,0.8235
letter,weka.SMO,0.8237
letter,weka.SMO,0.82325
letter,weka.SMO,0.82335
letter,weka.SMO,0.82335
letter,weka.SMO,0.8235
letter,weka.SMO,0.8234
letter,weka.SMO,0.82355
letter,weka.SMO,0.82355
letter,weka.SMO,0.82335
letter,weka.SMO,0.82345
letter,weka.SMO,0.38745
letter,weka.SMO,0.6709
letter,weka.SMO,0.72905
letter,weka.SMO,0.8059
letter,weka.SMO,0.8234
letter,weka.SMO,0.83595
letter,weka.SMO,0.8393
letter,weka.SMO,0.84295
letter,weka.SMO,0.84525
letter,weka.SMO,0.84975
letter,weka.SMO,0.85265
letter,weka.SMO,0.8523
letter,weka.SMO,0.85445
letter,weka.SMO,0.8541
letter,weka.SMO,0.85375
letter,weka.SMO,0.85435
letter,weka.SMO,0.8544
letter,weka.SMO,0.85405
letter,weka.SMO,0.85465
letter,weka.SMO,0.38475
letter,weka.SMO,0.38795
letter,weka.SMO,0.38675
letter,weka.SMO,0.3871
letter,weka.SMO,0.38555
letter,weka.SMO,0.3868
letter,weka.SMO,0.38705
letter,weka.SMO,0.3878
letter,weka.SMO,0.3862
letter,weka.SMO,0.3865
letter,weka.SMO,0.3861
letter,weka.SMO,0.3872
letter,weka.SMO,0.3855
letter,weka.SMO,0.3871
letter,weka.SMO,0.38675
letter,weka.SMO,0.3867
letter,weka.SMO,0.3859
letter,weka.SMO,0.38745
letter,weka.SMO,0.3857
letter,weka.SMO,0.38515
letter,weka.SMO,0.6711
letter,weka.SMO,0.6711
letter,weka.SMO,0.67085
letter,weka.SMO,0.6709
letter,weka.SMO,0.6708
letter,weka.SMO,0.67085
letter,weka.SMO,0.67105
letter,weka.SMO,0.67095
letter,weka.SMO,0.671
letter,weka.SMO,0.67115
letter,weka.SMO,0.671
letter,weka.SMO,0.6709
letter,weka.SMO,0.671
letter,weka.SMO,0.671
letter,weka.SMO,0.6711
letter,weka.SMO,0.67105
letter,weka.SMO,0.67105
letter,weka.SMO,0.671
letter,weka.SMO,0.6709
letter,weka.SMO,0.6709
letter,weka.SMO,0.7289
letter,weka.SMO,0.72895
letter,weka.SMO,0.7288
letter,weka.SMO,0.72915
letter,weka.SMO,0.72905
letter,weka.SMO,0.7288
letter,weka.SMO,0.7291
letter,weka.SMO,0.7289
letter,weka.SMO,0.72915
letter,weka.SMO,0.729
letter,weka.SMO,0.72895
letter,weka.SMO,0.72885
letter,weka.SMO,0.72905
letter,weka.SMO,0.72915
letter,weka.SMO,0.72905
letter,weka.SMO,0.7291
letter,weka.SMO,0.72895
letter,weka.SMO,0.72905
letter,weka.SMO,0.72905
letter,weka.SMO,0.72885
letter,weka.SMO,0.8062
letter,weka.SMO,0.8062
letter,weka.SMO,0.8061
letter,weka.SMO,0.8062
letter,weka.SMO,0.80585
letter,weka.SMO,0.80625
letter,weka.SMO,0.80605
letter,weka.SMO,0.8062
letter,weka.SMO,0.806
letter,weka.SMO,0.80605
letter,weka.SMO,0.806
letter,weka.SMO,0.8061
letter,weka.SMO,0.80595
letter,weka.SMO,0.80615
letter,weka.SMO,0.80605
letter,weka.SMO,0.8059
letter,weka.SMO,0.80645
letter,weka.SMO,0.80605
letter,weka.SMO,0.80605
letter,weka.SMO,0.806
letter,weka.SMO,0.8234
letter,weka.SMO,0.8235
letter,weka.SMO,0.82355
letter,weka.SMO,0.82355
letter,weka.SMO,0.8235
letter,weka.SMO,0.82335
letter,weka.SMO,0.8235
letter,weka.SMO,0.8235
letter,weka.SMO,0.8235
letter,weka.SMO,0.8235
letter,weka.SMO,0.8237
letter,weka.SMO,0.82325
letter,weka.SMO,0.82335
letter,weka.SMO,0.82335
letter,weka.SMO,0.8235
letter,weka.SMO,0.8234
