% Query:
% SELECT li.name as alg_name, d.name as dataset, e.eid as id, ev.evalue as accuracy
% FROM
% dataset d,
% data_property_value dp,
% experiment e,
% learner_application la,
% learner_implementation li,
% evaluation ev
% WHERE d.did = dp.did and dp.dpid = 9 and dp.value >= 5000 and
% d.did = e.did and la.laid = e.laid  and
% e.eid = ev.eid and ev.emiid = 6 and la.liid = li.liid and
% li.name = "weka.J48"

alg_name,dataset,id,accuracy
weka.J48,kropt,247588,0.438658
weka.J48,letter,74124,0.83205
weka.J48,mushroom,118160,1
weka.J48,optdigits,122000,0.886655
weka.J48,nursery,124312,0.951312
weka.J48,page-blocks,129937,0.970766
weka.J48,pendigits,134620,0.949691
weka.J48,waveform-5000,193128,0.7618
weka.J48,adult,234635,0.851869
weka.J48,kropt,247589,0.438658
weka.J48,letter,74125,0.83205
weka.J48,mushroom,118161,1
weka.J48,optdigits,122002,0.886655
weka.J48,nursery,124313,0.951312
weka.J48,page-blocks,129938,0.970766
weka.J48,pendigits,134621,0.949691
weka.J48,waveform-5000,193129,0.7618
weka.J48,kropt,247590,0.438658
weka.J48,letter,74126,0.83205
weka.J48,mushroom,118162,1
weka.J48,optdigits,122003,0.886655
weka.J48,nursery,124314,0.951312
weka.J48,page-blocks,129939,0.970766
weka.J48,pendigits,134622,0.949691
weka.J48,waveform-5000,193130,0.7618
weka.J48,kropt,247591,0.438658
weka.J48,letter,74127,0.83205
weka.J48,mushroom,118163,1
weka.J48,optdigits,122005,0.886655
weka.J48,nursery,124315,0.951312
weka.J48,page-blocks,129941,0.970766
weka.J48,pendigits,134623,0.949691
weka.J48,waveform-5000,193131,0.7618
weka.J48,adult,234638,0.851869
weka.J48,kropt,247592,0.438658
weka.J48,letter,74128,0.83205
weka.J48,mushroom,118164,1
weka.J48,optdigits,122007,0.886655
weka.J48,nursery,124316,0.951312
weka.J48,page-blocks,129942,0.970766
weka.J48,pendigits,134624,0.949691
weka.J48,waveform-5000,193132,0.7618
weka.J48,covertype,238957,0.827516
weka.J48,satimage,243275,0.858631
weka.J48,kropt,247593,0.438658
weka.J48,letter,74130,0.83205
weka.J48,mushroom,118166,1
weka.J48,optdigits,122008,0.886655
weka.J48,nursery,124317,0.951312
weka.J48,page-blocks,129943,0.970766
weka.J48,pendigits,134625,0.949691
weka.J48,waveform-5000,193133,0.7618
weka.J48,kropt,247594,0.438658
weka.J48,letter,74131,0.83205
weka.J48,mushroom,118167,1
weka.J48,optdigits,122010,0.886655
weka.J48,nursery,124318,0.951312
weka.J48,page-blocks,129945,0.970766
weka.J48,pendigits,134626,0.949691
weka.J48,waveform-5000,193134,0.7618
weka.J48,adult,234641,0.851869
weka.J48,kropt,247595,0.438658
weka.J48,letter,74132,0.83205
weka.J48,mushroom,118168,1
weka.J48,optdigits,122011,0.886655
weka.J48,nursery,124319,0.951312
weka.J48,page-blocks,129946,0.970766
weka.J48,pendigits,134627,0.949691
weka.J48,waveform-5000,193135,0.7618
weka.J48,covertype,238960,0.827516
weka.J48,kropt,247596,0.438658
weka.J48,letter,74133,0.83205
weka.J48,mushroom,118169,1
weka.J48,optdigits,122013,0.886655
weka.J48,nursery,124320,0.951312
weka.J48,page-blocks,129947,0.970766
weka.J48,pendigits,134628,0.949691
weka.J48,waveform-5000,193136,0.7618
weka.J48,kropt,247597,0.438658
weka.J48,letter,74134,0.83205
weka.J48,mushroom,118170,1
weka.J48,optdigits,122014,0.886655
weka.J48,nursery,124321,0.951312
weka.J48,page-blocks,129949,0.970766
weka.J48,pendigits,134629,0.949691
weka.J48,waveform-5000,193137,0.7618
weka.J48,adult,234644,0.851869
weka.J48,kropt,247598,0.438658
weka.J48,letter,74135,0.83205
weka.J48,mushroom,118171,1
weka.J48,optdigits,122016,0.886655
weka.J48,nursery,124322,0.951312
weka.J48,page-blocks,129950,0.970766
weka.J48,pendigits,134630,0.949691
weka.J48,waveform-5000,193138,0.7618
weka.J48,kropt,247599,0.438658
weka.J48,letter,74137,0.81275
weka.J48,mushroom,118172,0.999877
weka.J48,optdigits,122017,0.875979
weka.J48,nursery,124323,0.941127
weka.J48,page-blocks,129951,0.967842
weka.J48,pendigits,134631,0.943959
weka.J48,waveform-5000,193139,0.7602
weka.J48,kropt,247600,0.441866
weka.J48,letter,74139,0.81275
weka.J48,mushroom,118173,0.999877
weka.J48,optdigits,122019,0.875979
weka.J48,nursery,124324,0.941127
weka.J48,page-blocks,129952,0.967842
weka.J48,pendigits,134632,0.943959
weka.J48,waveform-5000,193140,0.7602
weka.J48,kropt,247601,0.441866
weka.J48,letter,74142,0.81275
weka.J48,mushroom,118174,0.999877
weka.J48,optdigits,122021,0.875979
weka.J48,nursery,124325,0.941127
weka.J48,page-blocks,129953,0.967842
weka.J48,pendigits,134633,0.943959
weka.J48,waveform-5000,193141,0.7602
weka.J48,kropt,247602,0.441866
weka.J48,letter,74144,0.81275
weka.J48,mushroom,118175,0.999877
weka.J48,optdigits,122022,0.875979
weka.J48,nursery,124326,0.941127
weka.J48,page-blocks,129955,0.967842
weka.J48,pendigits,134634,0.943959
weka.J48,waveform-5000,193142,0.7602
weka.J48,adult,234649,0.852299
weka.J48,covertype,238967,0.815713
weka.J48,kropt,247603,0.441866
weka.J48,letter,74146,0.81275
weka.J48,mushroom,118176,0.999877
weka.J48,optdigits,122024,0.875979
weka.J48,nursery,124327,0.941127
weka.J48,page-blocks,129956,0.967842
weka.J48,pendigits,134635,0.943959
weka.J48,waveform-5000,193143,0.7602
weka.J48,kropt,247604,0.441866
weka.J48,letter,74148,0.81275
weka.J48,mushroom,118177,0.999877
weka.J48,optdigits,122025,0.875979
weka.J48,nursery,124328,0.941127
weka.J48,page-blocks,129957,0.967842
weka.J48,pendigits,134636,0.943959
weka.J48,waveform-5000,193144,0.7602
weka.J48,covertype,238969,0.815713
weka.J48,kropt,247605,0.441866
weka.J48,letter,74150,0.81275
weka.J48,mushroom,118178,0.999877
weka.J48,optdigits,122027,0.875979
weka.J48,nursery,124329,0.941127
weka.J48,page-blocks,129959,0.967842
weka.J48,pendigits,134637,0.943959
weka.J48,waveform-5000,193145,0.7602
weka.J48,adult,234652,0.852299
weka.J48,kropt,247606,0.441866
weka.J48,letter,74153,0.81275
weka.J48,mushroom,118179,0.999877
weka.J48,optdigits,122029,0.875979
weka.J48,nursery,124330,0.941127
weka.J48,page-blocks,129960,0.967842
weka.J48,pendigits,134638,0.943959
weka.J48,waveform-5000,193146,0.7602
weka.J48,kropt,247607,0.441866
weka.J48,letter,74155,0.81275
weka.J48,mushroom,118180,0.999877
weka.J48,optdigits,122030,0.875979
weka.J48,nursery,124332,0.941127
weka.J48,page-blocks,129961,0.967842
weka.J48,pendigits,134639,0.943959
weka.J48,waveform-5000,193147,0.7602
weka.J48,kropt,247608,0.441866
weka.J48,letter,74157,0.81275
weka.J48,mushroom,118181,0.999877
weka.J48,optdigits,122032,0.875979
weka.J48,nursery,124333,0.941127
weka.J48,page-blocks,129963,0.967842
weka.J48,pendigits,134640,0.943959
weka.J48,waveform-5000,193148,0.7602
weka.J48,satimage,243291,0.859254
weka.J48,kropt,247609,0.441866
weka.J48,letter,74159,0.81275
weka.J48,mushroom,118182,0.999877
weka.J48,optdigits,122033,0.875979
weka.J48,nursery,124334,0.941127
weka.J48,page-blocks,129966,0.967842
weka.J48,pendigits,134641,0.943959
weka.J48,waveform-5000,193149,0.7602
weka.J48,covertype,238974,0.815713
weka.J48,kropt,247610,0.441866
weka.J48,letter,74161,0.81275
weka.J48,mushroom,118183,0.999877
weka.J48,optdigits,122035,0.875979
weka.J48,nursery,124335,0.941127
weka.J48,page-blocks,129968,0.967842
weka.J48,pendigits,134642,0.943959
weka.J48,waveform-5000,193150,0.7602
weka.J48,kropt,247611,0.441866
weka.J48,letter,74163,0.81275
weka.J48,mushroom,118184,0.999877
weka.J48,optdigits,122037,0.875979
weka.J48,nursery,124336,0.941127
weka.J48,page-blocks,129969,0.967842
weka.J48,pendigits,134643,0.943959
weka.J48,waveform-5000,193151,0.7602
weka.J48,kropt,247612,0.441866
weka.J48,letter,74165,0.81275
weka.J48,mushroom,118185,0.999877
weka.J48,optdigits,122038,0.875979
weka.J48,nursery,124337,0.941127
weka.J48,page-blocks,129971,0.967842
weka.J48,pendigits,134644,0.943959
weka.J48,waveform-5000,193152,0.7602
weka.J48,adult,234659,0.852299
weka.J48,kropt,247613,0.441866
weka.J48,letter,74168,0.81275
weka.J48,mushroom,118186,0.999877
weka.J48,optdigits,122040,0.875979
weka.J48,nursery,124338,0.941127
weka.J48,page-blocks,129972,0.967842
weka.J48,pendigits,134645,0.943959
weka.J48,waveform-5000,193153,0.7602
weka.J48,kropt,247614,0.441866
weka.J48,letter,74170,0.81275
weka.J48,mushroom,118187,0.999877
weka.J48,optdigits,122041,0.875979
weka.J48,nursery,124339,0.941127
weka.J48,page-blocks,129973,0.967842
weka.J48,pendigits,134646,0.943959
weka.J48,waveform-5000,193154,0.7602
weka.J48,kropt,247615,0.441866
weka.J48,letter,74172,0.81275
weka.J48,mushroom,118188,0.999877
weka.J48,optdigits,122043,0.875979
weka.J48,nursery,124340,0.941127
weka.J48,page-blocks,129975,0.967842
weka.J48,pendigits,134647,0.943959
weka.J48,waveform-5000,193155,0.7602
weka.J48,kropt,247616,0.441866
weka.J48,letter,74174,0.81275
weka.J48,mushroom,118189,0.999877
weka.J48,optdigits,122045,0.875979
weka.J48,nursery,124341,0.941127
weka.J48,page-blocks,129976,0.967842
weka.J48,pendigits,134648,0.943959
weka.J48,waveform-5000,193156,0.7602
weka.J48,kropt,247617,0.441866
weka.J48,letter,74176,0.81275
weka.J48,mushroom,118191,0.999877
weka.J48,optdigits,122046,0.875979
weka.J48,nursery,124342,0.941127
weka.J48,page-blocks,129977,0.967842
weka.J48,pendigits,134649,0.943959
weka.J48,waveform-5000,193157,0.7602
weka.J48,kropt,247618,0.441866
weka.J48,letter,74178,0.81275
weka.J48,mushroom,118192,0.999877
weka.J48,optdigits,122048,0.875979
weka.J48,nursery,124343,0.941127
weka.J48,page-blocks,129979,0.967842
weka.J48,pendigits,134650,0.943959
weka.J48,waveform-5000,193158,0.7602
weka.J48,satimage,243301,0.859254
weka.J48,kropt,247619,0.441866
weka.J48,letter,74181,0.79215
weka.J48,mushroom,118193,0.999508
weka.J48,optdigits,122050,0.861032
weka.J48,nursery,124344,0.940355
weka.J48,page-blocks,129980,0.96638
weka.J48,pendigits,134651,0.936499
weka.J48,waveform-5000,193159,0.7596
weka.J48,kropt,247620,0.443827
weka.J48,letter,74183,0.79215
weka.J48,mushroom,118194,0.999508
weka.J48,optdigits,122051,0.861032
weka.J48,nursery,124345,0.940355
weka.J48,page-blocks,129981,0.96638
weka.J48,pendigits,134652,0.936499
weka.J48,waveform-5000,193160,0.7596
weka.J48,kropt,247621,0.443827
weka.J48,letter,74185,0.79215
weka.J48,mushroom,118195,0.999508
weka.J48,optdigits,122053,0.861032
weka.J48,nursery,124346,0.940355
weka.J48,page-blocks,129982,0.96638
weka.J48,pendigits,134653,0.936499
weka.J48,waveform-5000,193161,0.7596
weka.J48,kropt,247622,0.443827
weka.J48,letter,74187,0.79215
weka.J48,mushroom,118196,0.999508
weka.J48,optdigits,122055,0.861032
weka.J48,nursery,124347,0.940355
weka.J48,page-blocks,129984,0.96638
weka.J48,pendigits,134654,0.936499
weka.J48,waveform-5000,193162,0.7596
weka.J48,satimage,243305,0.852255
weka.J48,kropt,247623,0.443827
weka.J48,letter,74190,0.79215
weka.J48,mushroom,118197,0.999508
weka.J48,optdigits,122056,0.861032
weka.J48,nursery,124348,0.940355
weka.J48,page-blocks,129985,0.96638
weka.J48,pendigits,134655,0.936499
weka.J48,waveform-5000,193163,0.7596
weka.J48,kropt,247624,0.443827
weka.J48,letter,74192,0.79215
weka.J48,mushroom,118198,0.999508
weka.J48,optdigits,122058,0.861032
weka.J48,nursery,124349,0.940355
weka.J48,page-blocks,129986,0.96638
weka.J48,pendigits,134656,0.936499
weka.J48,waveform-5000,193164,0.7596
weka.J48,kropt,247625,0.443827
weka.J48,letter,74194,0.79215
weka.J48,mushroom,118199,0.999508
weka.J48,optdigits,122061,0.861032
weka.J48,nursery,124350,0.940355
weka.J48,page-blocks,129988,0.96638
weka.J48,pendigits,134657,0.936499
weka.J48,waveform-5000,193165,0.7596
weka.J48,kropt,247626,0.443827
weka.J48,letter,74196,0.79215
weka.J48,mushroom,118200,0.999508
weka.J48,optdigits,122066,0.861032
weka.J48,nursery,124351,0.940355
weka.J48,page-blocks,129989,0.96638
weka.J48,pendigits,134658,0.936499
weka.J48,waveform-5000,193166,0.7596
weka.J48,kropt,247627,0.443827
weka.J48,letter,74199,0.79215
weka.J48,mushroom,118201,0.999508
weka.J48,optdigits,122073,0.861032
weka.J48,nursery,124353,0.940355
weka.J48,page-blocks,129990,0.96638
weka.J48,pendigits,134659,0.936499
weka.J48,waveform-5000,193167,0.7596
weka.J48,kropt,247628,0.443827
weka.J48,letter,74202,0.79215
weka.J48,mushroom,118202,0.999508
weka.J48,optdigits,122080,0.861032
weka.J48,nursery,124354,0.940355
weka.J48,page-blocks,129991,0.96638
weka.J48,pendigits,134660,0.936499
weka.J48,waveform-5000,193168,0.7596
weka.J48,kropt,247629,0.443827
weka.J48,letter,74205,0.79215
weka.J48,mushroom,118203,0.999508
weka.J48,optdigits,122087,0.861032
weka.J48,nursery,124355,0.940355
weka.J48,page-blocks,129993,0.96638
weka.J48,pendigits,134661,0.936499
weka.J48,waveform-5000,193169,0.7596
weka.J48,kropt,247630,0.443827
weka.J48,letter,74208,0.79215
weka.J48,mushroom,118204,0.999508
weka.J48,optdigits,122093,0.861032
weka.J48,nursery,124356,0.940355
weka.J48,page-blocks,129994,0.96638
weka.J48,pendigits,134662,0.936499
weka.J48,waveform-5000,193170,0.7596
weka.J48,satimage,243313,0.852255
weka.J48,kropt,247631,0.443827
weka.J48,letter,74211,0.79215
weka.J48,mushroom,118205,0.999508
weka.J48,optdigits,122100,0.861032
weka.J48,nursery,124357,0.940355
weka.J48,page-blocks,129995,0.96638
weka.J48,pendigits,134663,0.936499
weka.J48,waveform-5000,193171,0.7596
weka.J48,covertype,238996,0.807515
weka.J48,kropt,247632,0.443827
weka.J48,letter,74213,0.79215
weka.J48,mushroom,118206,0.999508
weka.J48,optdigits,122106,0.861032
weka.J48,nursery,124358,0.940355
weka.J48,page-blocks,129997,0.96638
weka.J48,pendigits,134664,0.936499
weka.J48,waveform-5000,193172,0.7596
weka.J48,satimage,243315,0.852255
weka.J48,kropt,247633,0.443827
weka.J48,letter,74216,0.79215
weka.J48,mushroom,118207,0.999508
weka.J48,optdigits,122112,0.861032
weka.J48,nursery,124359,0.940355
weka.J48,page-blocks,129998,0.96638
weka.J48,pendigits,134665,0.936499
weka.J48,waveform-5000,193173,0.7596
weka.J48,covertype,238998,0.807515
weka.J48,satimage,243316,0.852255
weka.J48,kropt,247634,0.443827
weka.J48,letter,74219,0.79215
weka.J48,mushroom,118208,0.999508
weka.J48,optdigits,122120,0.861032
weka.J48,nursery,124360,0.940355
weka.J48,page-blocks,129999,0.96638
weka.J48,pendigits,134666,0.936499
weka.J48,waveform-5000,193174,0.7596
weka.J48,adult,234681,0.851767
weka.J48,covertype,238999,0.807515
weka.J48,kropt,247635,0.443827
weka.J48,letter,74222,0.79215
weka.J48,mushroom,118209,0.999508
weka.J48,optdigits,122127,0.861032
weka.J48,nursery,124361,0.940355
weka.J48,page-blocks,130000,0.96638
weka.J48,pendigits,134667,0.936499
weka.J48,waveform-5000,193175,0.7596
weka.J48,kropt,247636,0.443827
weka.J48,letter,74225,0.79215
weka.J48,mushroom,118210,0.999508
weka.J48,optdigits,122133,0.861032
weka.J48,nursery,124362,0.940355
weka.J48,page-blocks,130002,0.96638
weka.J48,pendigits,134668,0.936499
weka.J48,waveform-5000,193176,0.7596
weka.J48,satimage,243319,0.852255
weka.J48,kropt,247637,0.443827
weka.J48,letter,74228,0.79215
weka.J48,mushroom,118211,0.999508
weka.J48,optdigits,122134,0.861032
weka.J48,nursery,124363,0.940355
weka.J48,page-blocks,130003,0.96638
weka.J48,pendigits,134669,0.936499
weka.J48,waveform-5000,193177,0.7596
weka.J48,kropt,247638,0.443827
weka.J48,letter,74231,0.79215
weka.J48,mushroom,118212,0.999508
weka.J48,optdigits,122136,0.861032
weka.J48,nursery,124364,0.940355
weka.J48,page-blocks,130004,0.96638
weka.J48,pendigits,134670,0.936499
weka.J48,waveform-5000,193178,0.7596
weka.J48,kropt,247639,0.443827
weka.J48,letter,73553,0.8803
weka.J48,mushroom,117786,1
weka.J48,optdigits,121039,0.907295
weka.J48,nursery,123928,0.971836
weka.J48,page-blocks,129413,0.968208
weka.J48,pendigits,134319,0.965884
weka.J48,waveform-5000,192827,0.7504
weka.J48,adult,234334,0.851439
weka.J48,kropt,247288,0.571571
weka.J48,letter,73556,0.8802
weka.J48,mushroom,117787,1
weka.J48,optdigits,121041,0.907295
weka.J48,nursery,123929,0.972685
weka.J48,page-blocks,129415,0.968208
weka.J48,pendigits,134320,0.965884
weka.J48,waveform-5000,192828,0.7504
weka.J48,kropt,247289,0.575492
weka.J48,letter,73559,0.88025
weka.J48,mushroom,117788,1
weka.J48,optdigits,121043,0.907295
weka.J48,nursery,123930,0.97446
weka.J48,page-blocks,129416,0.968208
weka.J48,pendigits,134321,0.965884
weka.J48,waveform-5000,192829,0.7506
weka.J48,adult,234336,0.850047
weka.J48,kropt,247290,0.578023
weka.J48,letter,73561,0.8803
weka.J48,mushroom,117790,1
weka.J48,optdigits,121047,0.906584
weka.J48,nursery,123933,0.987886
weka.J48,page-blocks,129419,0.966563
weka.J48,pendigits,134323,0.965611
weka.J48,waveform-5000,192831,0.7494
weka.J48,kropt,247292,0.583191
weka.J48,letter,73562,0.8803
weka.J48,mushroom,117791,1
weka.J48,optdigits,121049,0.906584
weka.J48,nursery,123934,0.987886
weka.J48,page-blocks,129421,0.966563
weka.J48,pendigits,134324,0.965611
weka.J48,waveform-5000,192832,0.7494
weka.J48,kropt,247293,0.583191
weka.J48,letter,73563,0.8803
weka.J48,mushroom,117792,1
weka.J48,optdigits,121051,0.906584
weka.J48,nursery,123935,0.987886
weka.J48,page-blocks,129422,0.966563
weka.J48,pendigits,134325,0.965611
weka.J48,waveform-5000,192833,0.7494
weka.J48,kropt,247294,0.583191
weka.J48,letter,73564,0.8803
weka.J48,mushroom,117793,1
weka.J48,optdigits,121053,0.906584
weka.J48,nursery,123936,0.987886
weka.J48,page-blocks,129423,0.966563
weka.J48,pendigits,134326,0.965611
weka.J48,waveform-5000,192834,0.7494
weka.J48,kropt,247295,0.583191
weka.J48,letter,73753,0.8803
weka.J48,mushroom,117929,1
weka.J48,optdigits,121422,0.907295
weka.J48,nursery,124076,0.971836
weka.J48,page-blocks,129575,0.968208
weka.J48,pendigits,134427,0.965884
weka.J48,waveform-5000,192935,0.7504
weka.J48,kropt,247396,0.571571
weka.J48,letter,73756,0.8803
weka.J48,mushroom,117930,1
weka.J48,optdigits,121423,0.907295
weka.J48,nursery,124077,0.971836
weka.J48,page-blocks,129580,0.968208
weka.J48,pendigits,134428,0.965884
weka.J48,waveform-5000,192936,0.7504
weka.J48,kropt,247397,0.571571
weka.J48,letter,73758,0.8803
weka.J48,mushroom,117931,1
weka.J48,optdigits,121425,0.907295
weka.J48,nursery,124078,0.971836
weka.J48,page-blocks,129582,0.968208
weka.J48,pendigits,134429,0.965884
weka.J48,waveform-5000,192937,0.7504
weka.J48,covertype,238762,0.851748
weka.J48,kropt,247398,0.571571
weka.J48,letter,73760,0.8803
weka.J48,mushroom,117932,1
weka.J48,optdigits,121427,0.907295
weka.J48,nursery,124079,0.971836
weka.J48,page-blocks,129583,0.968208
weka.J48,pendigits,134430,0.965884
weka.J48,waveform-5000,192938,0.7504
weka.J48,kropt,247399,0.571571
weka.J48,letter,73762,0.8803
weka.J48,mushroom,117933,1
weka.J48,optdigits,121428,0.907295
weka.J48,nursery,124080,0.971836
weka.J48,page-blocks,129584,0.968208
weka.J48,pendigits,134431,0.965884
weka.J48,waveform-5000,192939,0.7504
weka.J48,kropt,247400,0.571571
weka.J48,letter,73764,0.8803
weka.J48,mushroom,117934,1
weka.J48,optdigits,121430,0.907295
weka.J48,nursery,124081,0.971836
weka.J48,page-blocks,129586,0.968208
weka.J48,pendigits,134432,0.965884
weka.J48,waveform-5000,192940,0.7504
weka.J48,kropt,247401,0.571571
weka.J48,letter,73767,0.8803
weka.J48,mushroom,117935,1
weka.J48,optdigits,121431,0.907295
weka.J48,nursery,124082,0.971836
weka.J48,page-blocks,129587,0.968208
weka.J48,pendigits,134433,0.965884
weka.J48,waveform-5000,192941,0.7504
weka.J48,covertype,238766,0.851748
weka.J48,kropt,247402,0.571571
weka.J48,letter,73769,0.8803
weka.J48,mushroom,117936,1
weka.J48,optdigits,121433,0.907295
weka.J48,nursery,124083,0.971836
weka.J48,page-blocks,129588,0.968208
weka.J48,pendigits,134434,0.965884
weka.J48,waveform-5000,192942,0.7504
weka.J48,kropt,247403,0.571571
weka.J48,letter,73771,0.8803
weka.J48,mushroom,117937,1
weka.J48,optdigits,121435,0.907295
weka.J48,nursery,124084,0.971836
weka.J48,page-blocks,129590,0.968208
weka.J48,pendigits,134435,0.965884
weka.J48,waveform-5000,192943,0.7504
weka.J48,kropt,247404,0.571571
weka.J48,letter,73773,0.8803
weka.J48,mushroom,117939,1
weka.J48,optdigits,121436,0.907295
weka.J48,nursery,124085,0.971836
weka.J48,page-blocks,129591,0.968208
weka.J48,pendigits,134436,0.965884
weka.J48,waveform-5000,192944,0.7504
weka.J48,covertype,238769,0.851748
weka.J48,kropt,247405,0.571571
weka.J48,letter,73776,0.8803
weka.J48,mushroom,117940,1
weka.J48,optdigits,121438,0.907295
weka.J48,nursery,124087,0.971836
weka.J48,page-blocks,129592,0.968208
weka.J48,pendigits,134437,0.965884
weka.J48,waveform-5000,192945,0.7504
weka.J48,kropt,247406,0.571571
weka.J48,letter,73779,0.8803
weka.J48,mushroom,117941,1
weka.J48,optdigits,121440,0.907295
weka.J48,nursery,124088,0.971836
weka.J48,page-blocks,129593,0.968208
weka.J48,pendigits,134438,0.965884
weka.J48,waveform-5000,192946,0.7504
weka.J48,kropt,247407,0.571571
weka.J48,letter,73781,0.8803
weka.J48,mushroom,117942,1
weka.J48,optdigits,121441,0.907295
weka.J48,nursery,124089,0.971836
weka.J48,page-blocks,129595,0.968208
weka.J48,pendigits,134439,0.965884
weka.J48,waveform-5000,192947,0.7504
weka.J48,covertype,238772,0.851748
weka.J48,kropt,247408,0.571571
weka.J48,letter,73784,0.8803
weka.J48,mushroom,117943,1
weka.J48,optdigits,121443,0.907295
weka.J48,nursery,124090,0.971836
weka.J48,page-blocks,129596,0.968208
weka.J48,pendigits,134440,0.965884
weka.J48,waveform-5000,192948,0.7504
weka.J48,satimage,243091,0.862208
weka.J48,kropt,247409,0.571571
weka.J48,letter,73787,0.8803
weka.J48,mushroom,117944,1
weka.J48,optdigits,121445,0.907295
weka.J48,nursery,124091,0.971836
weka.J48,page-blocks,129598,0.968208
weka.J48,pendigits,134441,0.965884
weka.J48,waveform-5000,192949,0.7504
weka.J48,satimage,243092,0.862208
weka.J48,kropt,247410,0.571571
weka.J48,letter,73790,0.8803
weka.J48,mushroom,117945,1
weka.J48,optdigits,121446,0.907295
weka.J48,nursery,124092,0.971836
weka.J48,page-blocks,129599,0.968208
weka.J48,pendigits,134442,0.965884
weka.J48,waveform-5000,192950,0.7504
weka.J48,kropt,247411,0.571571
weka.J48,letter,73793,0.8803
weka.J48,mushroom,117946,1
weka.J48,optdigits,121448,0.907295
weka.J48,nursery,124093,0.971836
weka.J48,page-blocks,129600,0.968208
weka.J48,pendigits,134443,0.965884
weka.J48,waveform-5000,192951,0.7504
weka.J48,covertype,238776,0.851748
weka.J48,kropt,247412,0.571571
weka.J48,letter,73796,0.8803
weka.J48,mushroom,117947,1
weka.J48,optdigits,121450,0.907295
weka.J48,nursery,124094,0.971836
weka.J48,page-blocks,129601,0.968208
weka.J48,pendigits,134444,0.965884
weka.J48,waveform-5000,192952,0.7504
weka.J48,adult,234459,0.851439
weka.J48,covertype,238777,0.851748
weka.J48,kropt,247413,0.571571
weka.J48,letter,73799,0.8803
weka.J48,mushroom,117948,1
weka.J48,optdigits,121452,0.907295
weka.J48,nursery,124095,0.971836
weka.J48,page-blocks,129602,0.968208
weka.J48,pendigits,134445,0.965884
weka.J48,waveform-5000,192953,0.7504
weka.J48,kropt,247414,0.571571
weka.J48,letter,73802,0.8803
weka.J48,mushroom,117949,1
weka.J48,optdigits,121453,0.907295
weka.J48,nursery,124096,0.971836
weka.J48,page-blocks,129604,0.968208
weka.J48,pendigits,134446,0.965884
weka.J48,waveform-5000,192954,0.7504
weka.J48,covertype,238779,0.851748
weka.J48,kropt,247415,0.571571
weka.J48,letter,73804,0.8802
weka.J48,mushroom,117950,1
weka.J48,optdigits,121455,0.907295
weka.J48,nursery,124097,0.972685
weka.J48,page-blocks,129605,0.968208
weka.J48,pendigits,134447,0.965884
weka.J48,waveform-5000,192955,0.7504
weka.J48,kropt,247416,0.575492
weka.J48,letter,73807,0.8802
weka.J48,mushroom,117951,1
weka.J48,optdigits,121456,0.907295
weka.J48,nursery,124098,0.972685
weka.J48,page-blocks,129607,0.968208
weka.J48,pendigits,134448,0.965884
weka.J48,waveform-5000,192956,0.7504
weka.J48,adult,234463,0.850723
weka.J48,kropt,247417,0.575492
weka.J48,letter,73809,0.8802
weka.J48,mushroom,117952,1
weka.J48,optdigits,121458,0.907295
weka.J48,nursery,124099,0.972685
weka.J48,page-blocks,129608,0.968208
weka.J48,pendigits,134449,0.965884
weka.J48,waveform-5000,192957,0.7504
weka.J48,adult,234464,0.850723
weka.J48,satimage,243100,0.861431
weka.J48,kropt,247418,0.575492
weka.J48,letter,73812,0.8802
weka.J48,mushroom,117953,1
weka.J48,optdigits,121460,0.907295
weka.J48,nursery,124100,0.972685
weka.J48,page-blocks,129609,0.968208
weka.J48,pendigits,134450,0.965884
weka.J48,waveform-5000,192958,0.7504
weka.J48,adult,234465,0.850723
weka.J48,kropt,247419,0.575492
weka.J48,letter,73815,0.8802
weka.J48,mushroom,117954,1
weka.J48,optdigits,121462,0.907295
weka.J48,nursery,124101,0.972685
weka.J48,page-blocks,129611,0.968208
weka.J48,pendigits,134451,0.965884
weka.J48,waveform-5000,192959,0.7504
weka.J48,kropt,247420,0.575492
weka.J48,letter,73817,0.8802
weka.J48,mushroom,117955,1
weka.J48,optdigits,121463,0.907295
weka.J48,nursery,124102,0.972685
weka.J48,page-blocks,129612,0.968208
weka.J48,pendigits,134452,0.965884
weka.J48,waveform-5000,192960,0.7504
weka.J48,kropt,247421,0.575492
weka.J48,letter,73819,0.8802
weka.J48,mushroom,117956,1
weka.J48,optdigits,121465,0.907295
weka.J48,nursery,124103,0.972685
weka.J48,page-blocks,129613,0.968208
weka.J48,pendigits,134453,0.965884
weka.J48,waveform-5000,192961,0.7504
weka.J48,kropt,247422,0.575492
weka.J48,letter,73822,0.8802
weka.J48,mushroom,117957,1
weka.J48,optdigits,121467,0.907295
weka.J48,nursery,124104,0.972685
weka.J48,page-blocks,129615,0.968208
weka.J48,pendigits,134454,0.965884
weka.J48,waveform-5000,192962,0.7504
weka.J48,kropt,247423,0.575492
weka.J48,letter,73824,0.8802
weka.J48,mushroom,117958,1
weka.J48,optdigits,121469,0.907295
weka.J48,nursery,124105,0.972685
weka.J48,page-blocks,129619,0.968208
weka.J48,pendigits,134455,0.965884
weka.J48,waveform-5000,192963,0.7504
weka.J48,kropt,247424,0.575492
weka.J48,letter,73827,0.8802
weka.J48,mushroom,117959,1
weka.J48,optdigits,121470,0.907295
