% Query:
% SELECT d.name, li.name, ev2.evalue as build_CPU, ev3.evalue as build_mem, ev.evalue as run_CPU, ev4.evalue as run_mem, ev1.evalue as pred_acc
% FROM
% dataset d,
% experiment e,
% learner_application la,
% learner_implementation li,
% evaluation ev,
% evaluation ev1,
% evaluation ev2,
% evaluation ev3,
% evaluation ev4
% WHERE d.did = 28 and
% d.did = e.did and la.laid = e.laid and la.liid = li.liid and
% e.eid = ev.eid and ev2.eid = e.eid and ev3.eid = e.eid and ev4.eid = e.eid and ev2.emiid = 1 and ev3.emiid = 2 and ev4.emiid = 4 and ev.emiid = 3 and ev1.emiid = 6 and e.eid = ev1.eid

@relation query

@attribute name {optdigits}
@attribute name {weka.DecisionTable,weka.NNge,weka.DecisionStump,weka.SMO,weka.MultilayerPerceptron,weka.MultiBoostAB,weka.ConjunctiveRule,weka.Stacking,weka.J48,weka.Decorate,weka.PART,weka.RBFNetwork,weka.ZeroR,weka.BayesNet,weka.SimpleLogistic,weka.Logistic,weka.StackingC,weka.AttributeSelectedClassifier,weka.MultiClassClassifier,weka.NaiveBayes,weka.FilteredClassifier,weka.MultiScheme,weka.NaiveBayesUpdateable,weka.Ridor,weka.Vote,weka.HyperPipes,weka.NBTree,weka.CVParameterSelection,weka.ClassificationViaRegression,weka.LogitBoost,weka.Bagging,weka.LMT,weka.IBk,weka.IB1,weka.OneR,weka.VFI,weka.RacedIncrementalLogitBoost,weka.LWL,weka.RandomForest,weka.RandomTree,weka.REPTree,weka.JRip,weka.AdaBoostM1,weka.RandomCommittee,weka.OrdinalClassClassifier}
@attribute build_CPU numeric
@attribute build_mem numeric
@attribute run_CPU numeric
@attribute run_mem numeric
@attribute pred_acc numeric

@data
optdigits,weka.SMO,4.9,9.22401e+07,42,1.60484e+08,0.983452
optdigits,weka.SMO,4.72,1.24094e+08,55,1.91856e+08,0.983096
optdigits,weka.SMO,4.33,1.20902e+08,47,1.71052e+08,0.983274
optdigits,weka.SMO,4.71,9.21843e+07,55,3.74596e+08,0.983274
optdigits,weka.SMO,4.09,1.47426e+08,39.81,3.35412e+08,0.983274
optdigits,weka.SMO,4.22,1.28843e+08,45,1.80704e+08,0.983274
optdigits,weka.SMO,5.55,9.22322e+07,63,3.69508e+08,0.983274
optdigits,weka.SMO,3.86,1.36679e+08,46,1.90136e+08,0.983274
optdigits,weka.SMO,3.5,1.2092e+08,31,2.03744e+08,0.961388
optdigits,weka.SMO,3,1.36686e+08,34,2.16512e+08,0.976157
optdigits,weka.SMO,3.42,9.22386e+07,41,3.4312e+08,0.979359
optdigits,weka.SMO,3.69,1.20832e+08,39,1.78632e+08,0.98274
optdigits,weka.SMO,4.6,1.20803e+08,45,1.78496e+08,0.983274
optdigits,weka.SMO,5.26,1.36698e+08,61,2.13008e+08,0.983986
optdigits,weka.SMO,6.2,1.20941e+08,69,1.77392e+08,0.98274
optdigits,weka.SMO,5.33,1.36687e+08,58,1.87032e+08,0.982028
optdigits,weka.SMO,4.59,1.20908e+08,49,2.0722e+08,0.98274
optdigits,weka.SMO,5.1,1.28852e+08,49,2.05744e+08,0.982206
optdigits,weka.SMO,5.57,1.28837e+08,60,1.75768e+08,0.981317
optdigits,weka.SMO,4.69,1.36676e+08,53,1.93052e+08,0.980961
optdigits,weka.SMO,5.27,9.22461e+07,51,3.58388e+08,0.981139
optdigits,weka.SMO,5.37,1.05867e+08,52,1.62964e+08,0.981139
optdigits,weka.SMO,5.91,9.22524e+07,60,3.01008e+08,0.981139
optdigits,weka.SMO,5.2,1.2082e+08,50,1.66892e+08,0.980961
optdigits,weka.SMO,5.48,1.36692e+08,68,2.04288e+08,0.980783
optdigits,weka.SMO,4.94,1.36671e+08,53,2.13556e+08,0.980783
